//Flowers
0x0000, Red Tulips
0x4570, Dimetrodon Torso
0x4574, Dimetrodon Tail
0x4578, Iguanodon Skull
0x457C, Iguanodon Torso
0x4580, Iguanodon Tail
0x4584, Sabertooth Skull
0x4588, Sabertooth Torso
0x458C, Pachy Skull
0x4590, Pachy Torso
0x4594, Pachy Tail
0x4598, Parasaur Skull
0x459C, Parasaur Torso
0x45A0, Parasaur Tail
0x45A4, Seismo Skull
0x45A8, Seismo Chest
0x45AC, Seismo Hip
0x45B0, Seismo Tail
0x45B4, Plesio Skull
0x45B8, Plesio Neck
0x45BC, Plesio Torso
0x45C0, Stego Skull
0x45C4, Stego Torso
0x45C8, Stego Tail
0x45CC, Ptera Skull
0x45D0, Ptera Body
0x45D4, Ptera Left Wing
0x45D8, Ptera Right Wing
0x45DC, Mega Clankoid
0x45E0, Clankoid
0x45E4, Mini Clankoid
0x45E8, Tall Clankoid
0x45EC, Squat Dingloid
0x45F0, Mega Dingloid
0x45F4, Dingloid
0x45F8, Mini Dingloid
0x45FC, Wee Dingloid
0x4600, Tall Dingloid
0x4604, Mega Percoloid
0x4608, Tall Percoloid
0x460C, Mega Oombloid
0x4610, Oombloid
0x4614, Mini Oombloid
0x4618, Tall Oombloid
0x461C, Rhythmoid
0x4620, Mini Rhythmoid
0x4624, Mega Puffoid
0x4628, Mini Puffoid
0x462C, Tall Puffoid
0x4630, Mega Lullaboid
0x4634, Lullaboid
0x4638, Mini Lullaboid
0x463C, Tall Lullaboid
0x4640, Mega Sproid
0x4644, Sproid
0x4648, Mini Sproid
0x464C, Tall Sproid
0x4650, Mega Bowtoid
0x4654, Bowtoid
0x4658, Mini Bowtoid
0x465C, Tall Bowtoid
0x4660, Mega Tootoid
0x4664, Tootoid
0x4668, Mini Tootoid
0x466C, Mega Plinkoid
0x4670, Plinkoid
0x4674, Mini Plinkoid
0x4678, Mega Dekkoid
0x467C, Dekkoid
0x4680, Mini Dekkoid
0x4684, Mega Buzzoid
0x4688, Buzzoid
0x468C, Mini Buzzoid
0x4690, Tall Buzzoid
0x4694, Mega Drilloid
0x4698, Drilloid
0x469C, Mini Drilloid
0x46A0, Mega Echoid
0x46A4, Mini Echoid
0x46A8, Tall Echoid
0x46AC, Mega Lamentoid
0x46B0, Lamentoid
0x46B4, Mini Lamentoid
0x46B8, Tall Lamentoid
0x46BC, Mega Strumboid
0x46C0, Strumboid
0x46C4, Mini Strumboid
0x46C8, Tall Strumboid
0x46CC, Mega Croakoid
0x46D0, Croakoid
0x46D4, Mini Croakoid
0x46D8, Tall Croakoid
0x46DC, Mega Fizzoid
0x46E0, Mini Fizzoid
0x46E4, Mega Squelchoid
0x46E8, Squelchoid
0x46EC, Mini Squelchoid
0x46F0, Mega Howloid
0x46F4, Howloid
0x46F8, Mini Howloid
0x46FC, Mega Nebuloid
0x4700, Squat Nebuloid
0x4704, Nebuloid
0x4708, Mini Nebuloid
0x470C, Tall Nebuloid
0x4710, Slim Nebuloid
0x4714, Mega Gongoid
0x4718, Gongoid
0x471C, Mini Gongoid
0x4720, Tall Gongoid
0x4724, Mega Poltergoid
0x4728, Poltergoid
0x472C, Mini Poltergoid
0x4730, Tall Poltergoid
0x4734, Metatoid
0x4738, Mini Metatoid
0x473C, Mega Bovoid
0x4740, Tall Bovoid
0x4744, Mega Oboid
0x4748, Oboid
0x474C, Tall Oboid
0x4750, Mega Dinkoid
0x4754, Mini Dinkoid
0x4758, Mega Harmonoid
0x475C, Harmonoid
0x4760, Mini Harmonoid
0x4764, Tall Harmonoid
0x4768, Tall Droploid
0x476C, Mega Sputnoid
0x4770, Sputnoid
0x4774, Mini Sputnoid
0x4778, Tall Sputnoid
0x477C, Mega Alloid
0x4780, Mini Alloid
0x4784, Tall Alloid
0x4788, Mega Timpanoid
0x478C, Timpanoid
0x4790, Mini Timpanoid
0x4794, Tall Timpanoid
0x4798, Gargloid
0x479C, Mini Gargloid
0x47A0, Tall Gargloid
0x47A4, Warbloid
0x47A8, Mini Warbloid
0x47AC, Tall Warbloid
0x47B0, Mega Freakoid
0x47B4, Mini Freakoid
0x47B8, Mega Quazoid
0x47BC, Quazoid
0x47C0, Mini Quazoid
0x47C4, Tall Quazoid
0x47C8, Slim Quazoid
0x47CC, Mega Rustoid
0x47D0, Rustoid
0x47D4, Mini Rustoid
0x47D8, Cyrano's Pic
0x47DC, Antonio's Pic
0x47E0, Pango's Pic
0x47E4, Anabelle's Pic
0x47E8, Teddy's Pic
0x47EC, Pinky's Pic
0x47F0, Curt's Pic
0x47F4, Chow's Pic
0x47F8, Jay's Pic
0x47FC, Robin's Pic
0x4800, Anchovy's Pic
0x4804, Twiggy's Pic
0x4808, Jitters's Pic
0x480C, Angus's Pic
0x4810, Rodeo's Pic
0x4814, Bob's Pic
0x4818, Mitzi's Pic
0x481C, Rosie's Pic
0x4820, Olivia's Pic
0x4824, Kiki's Pic
0x4828, Tangy's Pic
0x482C, Punchy's Pic
0x4830, Purrl's Pic
0x4834, Moe's Pic
0x4838, Kabuki's Pic
0x483C, Kid Cat's Pic
0x4840, Monique's Pic
0x4844, Tabby's Pic
0x4848, Bluebear's Pic
0x484C, Maple's Pic
0x4850, Poncho's Pic
0x4854, Pudge's Pic
0x4858, Kody's Pic
0x485C, Stitches's Pic
0x4860, Goose's Pic
0x4864, Benedict's Pic
0x4868, Egbert's Pic
0x486C, Patty's Pic
0x4870, Tipper's Pic
0x4874, Alfonso's Pic
0x4878, Alli's Pic
0x487C, Goldie's Pic
0x4880, Butch's Pic
0x4884, Lucky's Pic
0x4888, Biskit's Pic
0x488C, Bones's Pic
0x4890, Portia's Pic
0x4894, Walker's Pic
0x4898, Daisy's Pic
0x489C, Bill's Pic
0x48A0, Joey's Pic
0x48A4, Pate's Pic
0x48A8, Maelle's Pic
0x48AC, Deena's Pic
0x48B0, Pompom's Pic
0x48B4, Mallary's Pic
0x48B8, Freckles's Pic
0x48BC, Derwin's Pic
0x48C0, Drake's Pic
0x48C4, Opal's Pic
0x48C8, Dizzy's Pic
0x48CC, Big Top's Pic
0x48D0, Eloise's Pic
0x48D4, Margie's Pic
0x48D8, Lily's Pic
0x48DC, Ribbot's Pic
0x48E0, Frobert's Pic
0x48E4, Camofrog's Pic
0x48E8, Drift's Pic
0x48EC, Wart Jr.'S Pic
0x48F0, Puddles's Pic
0x48F4, Jeremiah's Pic
0x48F8, Chevre's Pic
0x48FC, Nan's Pic
0x4900, Cesar's Pic
0x4904, Peewee's Pic
0x4908, Boone's Pic
0x490C, Rocco's Pic
0x4910, Buck's Pic
0x4914, Victoria's Pic
0x4918, Savannah's Pic
0x491C, Elmer's Pic
0x4920, Roscoe's Pic
0x4924, Yuka's Pic
0x4928, Alice's Pic
0x492C, Melba's Pic
0x4930, Kitt's Pic
0x4934, Mathilda's Pic
0x4938, Bud's Pic
0x493C, Elvis's Pic
0x4940, Dora's Pic
0x4944, Limberg's Pic
0x4948, Bella's Pic
0x494C, Bree's Pic
0x4950, Samson's Pic
0x4954, Rod's Pic
0x4958, Octavian's Pic
0x495C, Marina's Pic
0x4960, Queenie's Pic
0x4964, Gladys's Pic
0x4968, Apollo's Pic
0x496C, Amelia's Pic
0x4970, Pierce's Pic
0x4974, Aurora's Pic
0x4978, Roald's Pic
0x497C, Cube's Pic
0x4980, Hopper's Pic
0x4984, Friga's Pic
0x4988, Gwen's Pic
0x498C, Curly's Pic
0x4990, Truffles's Pic
0x4994, Rasher's Pic
0x4998, Hugh's Pic
0x499C, Lucy's Pic
0x49A0, Bunnie's Pic
0x49A4, Dotty's Pic
0x49A8, Coco's Pic
0x49AC, Snake's Pic
0x49B0, Gaston's Pic
0x49B4, Gabi's Pic
0x49B8, Pippy's Pic
0x49BC, Tiffany's Pic
0x49C0, Genji's Pic
0x49C4, Ruby's Pic
0x49C8, Tank's Pic
0x49CC, Rhonda's Pic
0x49D0, Vesta's Pic
0x49D4, Baabara's Pic
0x49D8, Peanut's Pic
0x49DC, Blaire's Pic
0x49E0, Filbert's Pic
0x49E4, Pecan's Pic
0x49E8, Nibbles's Pic
0x49EC, Agent S's Pic
0x49F0, Caroline's Pic
0x49F4, Sally's Pic
0x49F8, Static's Pic
0x49FC, Mint's Pic
0x4A00, Rolf's Pic
0x4A04, Rowan's Pic
0x4A08, Chief's Pic
0x4A0C, Lobo's Pic
0x4A10, Wolfgang's Pic
0x4A14, Whitney's Pic
0x4A18, Champ's Pic
0x4A1C, Nana's Pic
0x4A20, Simon's Pic
0x4A24, Tammi's Pic
0x4A28, Monty's Pic
0x4A2C, Elise's Pic
0x4A30, Tom Nook's Pic
0x4A34, K.K.'S Pic
0x4A38, Pascal's Pic
0x4A3C, K And K's Pic
0x4A40, Pelly's Pic
0x4A44, Phyllis's Pic
0x4A48, 2 Cardboard Boxes
0x4A4C, 4 Cardboard Boxes
0x4A50, 5 Cardboard Boxes
0x4A54, Display Platform
0x4A58, Invisible Chair #1
0x4A5C, Invisible Chair #2
0x4A60, Big Rug #1
0x4A64, Big Rug #2
0x4B68, Brick Block
0x4B6C, Coin
0x4B70, Flagpole
0x4B74, Fire Flower
0x4B78, Super Mushroom
0x4B7C, Green Pipe
0x4B80, ? Block
0x4B84, Koopa Shell
0x4B88, Starman
0x4B8C, Cannon
0x4B90, 1-Up Mushroom
0x4B94, Fire Bar
0x4B98, Pikmin
0x4B9C, Blue Falcon
0x4BA0, Cardboard Box (Garbage)
//Buildings
0x5000, Town Hall
0x5001, Neighbor House #1
0x5002, Neighbor House #2
0x5003, Neighbor House #3
0x5004, Neighbor House #4
0x5005, Neighbor House #5
0x5006, Neighbor House #6
0x5007, Neighbor House #7
0x5008, Neighbor House #8
0x500A, Sign
0x500B, Gate House
0x500C, Able Sister's
0x500D, Nook's Cranny
0x500E, Nook 'n' Go
0x500F, Nookway
0x5010, Nookington's
0x5011, Museum
0x5012, Redd's Tent
0x5013, Katrina's Tent
0x5014, House (Small)
0x5015, House (Upgrade #1)
0x5016, House (Upgrade #2)
0x5017, House (Second Floor)
0x5018, House (West Wing Only)
0x5019, House (Right Wing Only)
0x501A, House (Mansion)
0x501C, Bulletin Board
0x501D, Invisible Mailbox
0x501E, New Year's Countdown Sign
0x5020, Gulliver's Ship
0x5021, Gracie's Car
//Snowmen
0xB001, Snowman #1
0xB002, Snowman #2
0xB003, Snowman #3
//Occupied Space
0xF030, Occupied/Reserved Space
//Empty
0xFFF1, Empty
