0x0000, Empty
0x2C4D, October Ticket (1) (2)
0x2C4E, October Ticket (1) (3)
0x2C4F, October Ticket (1) (4)
0x2C50, November Ticket (1)
0x2C51, November Ticket (2)
0x2C52, November Ticket (3)
0x2C53, November Ticket (4)
0x2C54, November Ticket (5)
0x2C55, November Ticket (1) (2)
0x2C56, November Ticket (1) (3)
0x2C57, November Ticket (1) (4)
0x2C58, December Ticket (1)
0x2C59, December Ticket (2)
0x2C5A, December Ticket (3)
0x2C5B, December Ticket (4)
0x2C5C, December Ticket (5)
0x2C5D, December Ticket (1) (2)
0x2C5E, December Ticket (1) (3)
0x2C5F, December Ticket (1) (4)
0x2D00, Common Butterfly
0x2D01, Yellow Butterfly
0x2D02, Tiger Butterfly
0x2D03, Purple Butterfly
0x2D04, Robust Cicada
0x2D05, Walker Cicada
0x2D06, Evening Cicada
0x2D07, Brown Cicada
0x2D08, Bee
0x2D09, Common Dragonfly
0x2D0A, Red Dragonfly
0x2D0B, Darner Dragonfly
0x2D0C, Banded Dragonfly
0x2D0D, Long Locust
0x2D0E, Migratory Locust
0x2D0F, Cricket
0x2D10, Grasshopper
0x2D11, Bell Cricket
0x2D12, Pine Cricket
0x2D13, Drone Beetle
0x2D14, Dynastid Beetle
0x2D15, Flat Stag Beetle
0x2D16, Jewel Beetle
0x2D17, Longhorn Beetle
0x2D18, Ladybug
0x2D19, Spotted Ladybug
0x2D1A, Mantis
0x2D1B, Firefly
0x2D1C, Cockroach
0x2D1D, Saw Stag Beetle
0x2D1E, Mountain Beetle
0x2D1F, Giant Beetle
0x2D20, Snail
0x2D21, Mole Cricket
0x2D22, Pond Skater
0x2D23, Bagworm
0x2D24, Pill Bug
0x2D25, Spider
0x2D26, Ant
0x2D27, Mosquito
0x2D28, Birdwing Butterfly
0x2D29, Dung Beetle
0x2D2A, Diving Beetle
0x2D2B, Hercules Beetle
0x2D2C, Crab
0x2D2D, Flea
0x2D2E, Hermit Crab
0x2D2F, Coconut Crab
0x2D30, Spirit (1)
0x2D31, Spirit (2)
0x2D32, Spirit (3)
0x2D33, Spirit (4)
0x2D34, Spirit (5)
0x2E00, Grab Bag (1)
0x2E01, Grab Bag (2)
0x2F00, 10 Turnips
0x2F01, 50 Turnips
0x2F02, 100 Turnips
0x2F03, Spoiled Turnips
0x3000, Bottled Shop
0x3004, Tiger Bobblehead
0x3008, Moai Statue
0x300C, Aerobics Radio
0x3010, Pagoda
0x3014, Fishing Bear
0x3018, Mouth of Truth
0x301C, Chinese Lioness
0x3020, Tower of Pisa
0x3024, Merlion
0x3028, Manekin Pis
0x302C, Tokyo Tower
0x3030, Red Balloon
0x3034, Yellow Balloon
0x3038, Blue Balloon
0x303C, Green Balloon
0x3040, Purple Balloon
0x3044, Bunny P. Balloon
0x3048, Bunny B. Balloon
0x304C, Bunny O. Balloon
0x3050, Lady Liberty
0x3054, Arc De Triomphe
0x3058, Stone Coin
0x305C, Mermaid Statue
0x3060, Post Model
0x3064, House Model
0x3068, Manor Model
0x306C, Police Model
0x3070, Museum Model
0x3074, Plate Armor
0x3078, Moon Dumpling
0x307C, Bean Set
0x3080, Osechi
0x3084, Lovely Phone
0x3088, Market Model
0x308C, Katrina's Tent
0x3090, Chinese Lion
0x3094, Tanabata Palm
0x3098, Spring Medal
0x309C, Fall Medal
0x30A0, Shop Model
0x30A4, Compass
0x30A8, Long-life Noodle
0x30AC, Bass Boat
0x30B0, Lighthouse Model
0x30B4, Life Ring
0x30B8, Tree Model
0x30BC, Pink Tree Model
0x30C0, Weed Model
0x30C4, Tailor Model
0x30C8, Dump Model
0x30CC, Mortar Ball
0x30D0, Snowman
0x30D4, Miniature Car
0x30D8, Big Catch Flag
0x30DC, Moon
0x30E0, Locomotive Model
0x30E4, Dolly
0x30E8, Station Model 1
0x30EC, Station Model 2
0x30F0, Station Model 3
0x30F4, Station Model 4
0x30F8, Station Model 5
0x30FC, Station Model 6
0x3100, Station Model 7
0x3104, Station Model 8
0x3108, Station Model 9
0x310C, Station Model 10
0x3110, Station Model 11
0x3114, Station Model 12
0x3118, Station Model 13
0x311C, Station Model 14
0x3120, Station Model 15
0x3124, Well Model
0x3128, Grass Model
0x312C, Track Model
0x3130, Dirt Model
0x3134, Train Car Model
0x3138, Orange Box
0x313C, College Rule
0x3140, School Pad
0x3144, Organizer
0x3148, Diary
0x314C, Journal
0x3150, Pink Diary
0x3154, Captain's Log
0x3158, Blue Diary
0x315C, French Notebook
0x3160, Scroll
0x3164, Pink Plaid Pad
0x3168, Blue Polka Pad
0x316C, Green Plaid Pad
0x3170, Red Polka Pad
0x3174, Yellow Plaid Pad
0x3178, Calligraphy Pad
0x317C, Golden Net
0x3180, Golden Axe
0x3184, Golden Shovel
0x3188, Golden Rod
0x318C, Bluebell Fan
0x3190, Plum Fan
0x3194, Bamboo Fan
0x3198, Cloud Fan
0x319C, Maple Fan
0x31A0, Fan Fan
0x31A4, Flower Fan
0x31A8, Leaf Fan
0x31AC, Yellow Pinwheel
0x31B0, Red Pinwheel
0x31B4, Tiger Pinwheel
0x31B8, Green Pinwheel
0x31BC, Pink Pinwheel
0x31C0, Striped Pinwheel
0x31C4, Flower Pinwheel
0x31C8, Fancy Pinwheel
0x31CC, Net
0x31D0, Axe
0x31D4, Shovel
0x31D8, Fishing Rod
0x31DC, Crab Stew
0x31E0, Fireplace
0x31E4, Igloo Model
0x31E8, Snowy Tree Model
0x31EC, Snowcone Machine
0x31F0, Treasure Chest
0x31F4, Beach Chair
0x31F8, Beach Table
0x31FC, Hibachi Grill
0x3200, Surfboard
0x3204, Snowboard
0x3208, Wave Breaker
0x320C, Ukulele
0x3210, Diver Dan
0x3214, Snow Bunny
0x3218, Scary Painting
0x321C, Novel Painting
0x3220, Sleigh
0x3224, Nintendo Bench
0x3228, G Logo
0x322C, Merge Sign
0x3230, Bottle Rocket
0x3234, Wet Roadway Sign
0x3238, Detour Sign
0x323C, Men at Work Sign
0x3240, Lefty Desk
0x3244, Righty Desk
0x3248, School Desk
0x324C, Flagman Sign
0x3250, Fishing Trophy
0x3254, Jersey Barrier
0x3258, Speed Sign
0x325C, Golf Trophy
0x3260, Teacher's Desk
0x3264, Haz-mat Barrel
0x3268, Tennis Trophy
0x326C, Saw Horse
0x3270, Kart Trophy
0x3274, Bug Zapper
0x3278, Telescope
0x327C, Coffee Machine
0x3280, Bird Bath
0x3284, Barbecue
0x3288, Radiator
0x328C, Lawn Chair
0x3290, Chess Table
0x3294, Candy Machine
0x3298, Backyard Pool
0x329C, Cement Mixer
0x32A0, Jackhammer
0x32A4, Tiki Torch
0x32A8, Birdhouse
0x32AC, Potbelly Stove
0x32B0, Bus Stop
0x32B4, Hamster Cage
0x32B8, Flip-top Desk
0x32BC, Festive Flag
0x32C0, Super Tortimer
0x32C4, Bird Feeder
0x32C8, Teacher's Chair
0x32CC, Steam roller
0x32D0, Mr. Flamingo
0x32D4, Mailbox
0x32D8, Festive Candle
0x32DC, Hammock
0x32E0, Garden Gnome
0x32E4, Mrs. Flamingo
0x32E8, Spring Medal (again?)
0x32EC, Autumn Medal
0x32F0, Tumbleweed
0x32F4, Cow Skull
0x32F8, Oil Drum
0x32FC, Saddle Fence
0x3300, Western Fence
0x3304, Watering Trough
0x3308, Luigi Trophy
0x330C, Mario Trophy
0x3310, Harvest Lamp
0x3314, Covered Wagon
0x3318, Storefront
0x331C, Picnic Table
0x3320, Harvest Table
0x3324, Harvest TV
0x3328, Harvest Bed
0x332C, Harvest Chair
0x3330, Harvest Clock
0x3334, Harvest Sofa
0x3338, Green Pipe
0x333C, Brick Block
0x3340, Harvest Bureau
0x3344, Flagpole
0x3348, Harvest Dresser
0x334C, Super Mushroom
0x3350, Harvest Mirror
0x3354, Coin
0x3358, ? Block
0x335C, Starman
0x3360, Koopa Shell
0x3364, Cannon
0x3368, Desert Cactus
0x336C, Fire Flower
0x3370, Wagon Wheel
0x3374, Well
0x3378, Boxing Barricade
0x337C, Neutral Corner
0x3380, Red Corner
0x3384, Blue Corner
0x3388, Boxing Mat
0x338C, Ringside Table
0x3390, Speed Bag
0x3394, Sandbag
0x3398, Weight Bench
0x339C, Campfire
0x33A0, Bonfire
0x33A4, Kayak
0x33A8, Sprinkler
0x33AC, Tent Model
0x33B0, Backpack
0x33B4, Angler Trophy
0x33B8, Pansy Model 1
0x33BC, Pansy Model 2
0x33C0, Pansy Model 3
0x33C4, Cosmos Model 1
0x33C8, Cosmos Model 2
0x33CC, Cosmos Model 3
0x33D0, Tulip Model 1
0x33D4, Tulip Model 2
0x33D8, Tulip Model 3
0x33DC, Lantern
0x33E0, Lawn Mower
0x33E4, Cooler
0x33E8, Mountain Bike
0x33EC, Sleeping Bag
0x33F0, Propane Stove
0x33F4, Cornucopia
0x33F8, Judge's Bell
0x33FC, Noisemaker
0x3400, Chowder
0x3404, Party Popper (Furniture)
0x3408, Apple Box
0x340C, Scarecrow
0x3410, Joumon Vase
0x3414, Bathtub
0x3418, Basketball Hoop
0x341C, Mummy's Casket
0x3420, Mandarin Box
0x3424, Jumping Boy Sign
0x3428, Fire Hydrant
0x342C, Dogu (Ancient Statue)
0x3430, Pinball Machine
0x3434, Drum Set
0x3438, Wooden Crate
0x343C, Rocking Horse
0x3440, Shower
0x3444, Helm
0x3448, Dart Board
0x344C, Canopy Bed
0x3450, Paw Sign
0x3454, Display Dish
0x3458, Nook's Billboard
0x345C, DUMMY
0x4000, House Stairs #1
0x4001, House Stairs #2
0x4080, Warp Zone
0x5000, Bob's House
0x5001, Olivia's House
0x5002, Mitzi's House
0x5003, Kiki's House
0x5004, Tangy's House
0x5005, Kabuki's House
0x5006, Tabby's House
0x5007, Monique's House
0x5008, Stinky's House
0x5009, Purrl's House
0x500A, Kitty's House
0x500B, Tom's House
0x500C, Rosie's House
0x500D, Nosegay's House
0x500E, Zoe's House
0x500F, Pango's House
0x5010, Cyrano's House
0x5011, Snooty's House
0x5012, Teddy's House
0x5013, Chow's House
0x5014, Dozer's House
0x5015, Nate's House
0x5016, Groucho's House
0x5017, Tutu's House
0x5018, Ursala's House
0x5019, Grizzly's House
0x501A, Pinky's House
0x501B, Jay's House
0x501C, Twiggy's House
0x501D, Anchovy's House
0x501E, Piper's House
0x501F, Admiral's House
0x5020, Otis's House
0x5021, Robin's House
0x5022, Midge's House
0x5023, Ace's House
0x5024, Twirp's House
0x5025, Chuck's House
0x5026, Stu's House
0x5027, Goose's House
0x5028, Betty's House
0x5029, Hector's House
0x502A, Egbert's House
0x502B, Ava's House
0x502C, Hank's House
0x502D, Leigh's House
0x502E, Rhoda's House
0x502F, Vladimir's House
0x5030, Murphy's House
0x5031, Cupcake's House
0x5032, Kody's House
0x5033, Maple's House
0x5034, Pudge's House
0x5035, Olive's House
0x5036, Poncho's House
0x5037, Bluebear's House
0x5038, Patty's House
0x5039, Petunia's House
0x503A, Bessie's House
0x503B, Belle's House
0x503C, Alfonso's House
0x503D, Boots's House
0x503E, Liz's House
0x503F, Biskit's House
0x5040, Goldie's House
0x5041, Daisy's House
0x5042, Lucky's House
0x5043, Portia's House
0x5044, Maddie's House
0x5045, Butch's House
0x5046, Bill's House
0x5047, Pompom's House
0x5048, Joey's House
0x5049, Scoot's House
0x504A, Derwin's House
0x504B, Freckles's House
0x504C, Paolo's House
0x504D, Dizzy's House
0x504E, Axel's House
0x504F, Emerald's House
0x5050, Tad's House
0x5051, Wart Jr.'s House
0x5052, Cousteau's House
0x5053, Puddles's House
0x5054, Lily's House
0x5055, Jeremiah's House
0x5056, Huck's House
0x5057, Camofrog's House
0x5058, Ribbot's House
0x5059, Prince's House
0x505A, Jambette's House
0x505B, Billy's House
0x505C, Chevere's House
0x505D, Iggy's House
0x505E, Gruff's House
0x505F, Sven's House
0x5060, Velma's House
0x5061, Jane's House
0x5062, Cesar's House
0x5063, Louie's House
0x5064, Peewee's House
0x5065, Rollo's House
0x5066, Bubbles's House
0x5067, Bertha's House
0x5068, Elmer's House
0x5069, Winnie's House
0x506A, Savannah's House
0x506B, Ed's House
0x506C, Cleo's House
0x506D, Peaches's House
0x506E, Buck's House
0x506F, Carrie's House
0x5070, Mathilda's House
0x5071, Marcy's House
0x5072, Kitt's House
0x5073, Valise's House
0x5074, Astrid's House
0x5075, Sydney's House
0x5076, Gonzo's House
0x5077, Ozzie's House
0x5078, Yuka's House
0x5079, Huggy's House
0x507A, Rex's House
0x507B, Aziz's House
0x507C, Leopold's House
0x507D, Samson's House
0x507E, Penny's House
0x507F, Dora's House
0x5080, Chico's House
0x5081, Candi's House
0x5082, Rizzo's House
0x5083, Anicotti's House
0x5084, Limberg's House
0x5085, Carmen's House
0x5086, Octavian's House
0x5087, Sandy's House
0x5088, Sprocket's House
0x5089, Rio's House
0x508A, Queenie's House
0x508B, Apollo's House
0x508C, Buzz's House
0x508D, Quetzel's House
0x508E, Amelia's House
0x508F, Pierce's House
0x5090, Roald's House
0x5091, Aurora's House
0x5092, Hopper's House
0x5093, Cube's House
0x5094, Puck's House
0x5095, Gwen's House
0x5096, Friga's House
0x5097, Curly's House
0x5098, Truffles's House
0x5099, Spork's House
0x509A, Hugh's House
0x509B, Rasher's House
0x509C, Sue E's House
0x509D, Hambo's House
0x509E, Lucy's House
0x509F, Cobb's House
0x50A0, Boris's House
0x50A1, Bunnie's House
0x50A2, Doc's House
0x50A3, Gaston's House
0x50A4, Coco's House
0x50A5, Gabi's House
0x50A6, Dotty's House
0x50A7, Genji's House
0x50A8, Snake's House
0x50A9, Claude's House
0x50AA, Tank's House
0x50AB, Spike's House
0x50AC, Tiara's House
0x50AD, Vesta's House
0x50AE, Filbert's House
0x50AF, Hazel's House
0x50B0, Peanut's House
0x50B1, Pecan's House
0x50B2, Ricky's House
0x50B3, Static's House
0x50B4, Mint's House
0x50B5, Nibbles's House
0x50B6, Tybalt's House
0x50B7, Rolf's House
0x50B8, Bangle's House
0x50B9, Lobo's House
0x50BA, Freya's House
0x50BB, Chief's House
0x50BC, Weber's House
0x50BD, Mallary's House
0x50BE, Wolfgang's House
0x50BF, Hornsby's House
0x50C0, Oxford's House
0x50C1, T-Bone's House
0x50C2, Biff's House
0x50C3, Opal's House
0x50C4, Bones's House
0x50C5, Bea's House
0x50C6, Bitty's House
0x50C7, Rocco's House
0x50C8, Lulu's House
0x50C9, Blaire's House
0x50CA, Sally's House
0x50CB, Ellie's House
0x50CC, Eloise's House
0x50CD, Alli's House
0x50CE, Pippy's House
0x50CF, Eunice's House
0x50D0, Baabara's House
0x50D1, Fang's House
0x50D2, Deena's House
0x50D3, Pate's House
0x50D4, Stella's House
0x50D5, Cashmere's House
0x50D6, Woolio's House
0x50D7, Cookie's House
0x50D8, Maelle's House
0x50D9, O'Hare's House
0x50DA, Bliss's House
0x50DB, Drift's House
0x50DC, Bud's House
0x50DD, Boomer's House
0x50DE, Elina's House
0x50DF, Flash's House
0x50E0, Dobie's House
0x50E1, Flossie's House
0x50E2, Annalise's House
0x50E3, Plucky's House
0x50E4, Faith's House
0x50E5, Yodel's House
0x50E6, Rowan's House
0x50E7, June's House
0x50E8, Cheri's House
0x50E9, Pigleg's House
0x50EA, Ankha's House
0x50EB, Punchy's House
0x50EC, DLC Villager #1's House
0x50ED, DLC Villager #2's House
0x50EE, DLC Villager #3's House
0x50EF, DLC Villager #4's House
0x50F0, DLC Villager #5's House
0x50F1, DLC Villager #6's House
0x50F2, DLC Villager #7's House
0x50F3, DLC Villager #8's House
0x50F4, DLC Villager #9's House
0x50F5, DLC Villager #10's House
0x50F6, DLC Villager #11's House
0x50F7, DLC Villager #12's House
0x50F8, DLC Villager #13's House
0x50F9, DLC Villager #14's House
0x50FA, DLC Villager #15's House
0x50FB, DLC Villager #16's House
0x50FC, DLC Villager #17's House
0x50FD, DLC Villager #18's House
0x50FE, DLC Villager #19's House
0x50FF, DLC Villager #20's House
0x5800, Upper Left Player House
0x5801, Upper Right Player House
0x5802, Lower Left Player House
0x5803, Lower Right Player House
0x5804, Nook's Cranny
0x5805, Nook 'n' Go
0x5806, Nookway
0x5807, Nookington's
0x5808, Post Office
0x5809, Train Station (Right)
0x580C, Police Station
0x580D, Waterfall
0x580E, Waterfall (Right)
0x580F, Waterfall (Left)
0x5810, Signboard (1)
0x5811, Signboard (2)
0x5812, Signboard (3)
0x5813, Signboard (4)
0x5814, Signboard (5)
0x5815, Signboard (6)
0x5816, Signboard (7)
0x5817, Signboard (8)
0x5818, Signboard (9)
0x5819, Signboard (10)
0x581A, Signboard (11)
0x581B, Signboard (12)
0x581C, Signboard (13)
0x581D, Signboard (14)
0x581E, Signboard (15)
0x581F, Signboard (16)
0x5820, Signboard (17)
0x5821, Signboard (18)
0x5822, Signboard (19)
0x5823, Signboard (20)
0x5824, Signboard (21)
0x5825, Wishing Well
0x5826, Crazy Redd's Tent
0x5827, Katrina's Tent
0x5828, Gracie's Car
0x5829, Igloo
0x582A, Cherry Festival Table #1
0x582B, Cherry Festival Table #2
0x582C, Aerobics Radio
0x582D, Redd's Stall (Right)
0x582E, Redd's Stall (Left)
0x582F, Katrina's Shrine (Right)
0x5830, Katrina's Shrine (Left)
0x5831, Katrina's New Years Table
0x5832, New Years Clock (Part 1)
0x5833, New Years Clock (Part 2)
0x5834, Red Sports Fair Balls
0x5835, White Sports Fair Balls
0x5836, Red Sports Fair Basket
0x5837, White Sports Fair Basket
0x5838, Fish Check Stand (Right)
0x5839, Fish Check Stand (Left)
0x583A, Fish Windsock
0x583B, Dump
0x5841, Lily Pads
0x5842, K.K. Slider's Box
0x5843, Train Station (Left)
0x5844, Lighthouse
0x5845, Tortimer's Stand (Groundhog Day)
0x5846, Cherry Blossom Festival Table #1
0x5847, Cherry Blossom Festival Table #2
0x5848, Harvest Festival Table
0x5849, Camping Tent
0x584A, Museum
0x584B, Suspension Bridge (/)
0x584C, Suspension Bridge (\)
0x584D, Tailor's Shop
0x584E, Island Flag
0x584F, Kapp'n w/ Boat
0x5850, Player's Island House
0x5851, Islander's House
0x5852, Dock Signboard
0x5853, Park Clock
0x5854, Gas Lamp
0x5855, Windmill
0x5856, Flower Clock
0x5857, Helipad
0x5858, Wind Turbine
0x5859, Pipe Stack
0x585A, Stonehenge
0x585B, Egg
0x585C, Footprints
0x585D, Geoglyph
0x585E, Mushroom
0x585F, Stone Guidepost
0x5860, Well
0x5861, Fountain
0x5862, Signboard (22)
0x5863, Signboard (23)
0x5864, Signboard (24)
0x5865, Signboard (25)
0x5866, Signboard (26)
0x5867, Signboard (27)
0x5868, Signboard (28)
0x5869, Signboard (29)
0x586A, Signboard (30)
0x586B, Signboard (31)
0x586C, Signboard (32)
0x586D, Signboard (33)
0x586E, Signboard (34)
0x586F, Signboard (35)
0x5870, Signboard (36)
0x5871, Islander Signboard
0x8000, Beta Paper Airplane (Replicates Limitlessly)
0x8003, Beta Yellow/Brown Rotating Cube
0xA000, Upper Left House's Mailbox
0xA001, Upper Right House's Mailbox
0xA002, Lower Left House's Mailbox
0xA003, Lower Right House's Mailbox
0xA004, Upper Left House's Gyroid
0xA005, Upper Right House's Gyroid
0xA006, Lower Left House's Gyroid
0xA007, Lower Right House's Gyroid
0xA008, Snowman #1
0xA009, Snowman #2
0xA00A, Snowman #3
0xA00B, Snowman #4
0xA00C, Snowman #5
0xA00D, Snowman #6
0xA00E, Snowman #7
0xA00F, Snowman #8
0xA010, Snowman #9
0xA011, Train Caboose Door
0xA012, Villager Signboard
0xA013, Player (Laying on Side, Soft-locks Game, Seen in Wrong-warp)
0xA016, Player (Standing, Soft-locks Game)
0xFE1E, House Exit Flooring
0xFE20, Possible Bridge Location (/)
0xFE21, Possible Bridge Location (\)
0xFE22, Multispace Furniture Collision Box
0xFE23, Custom Pattern
0xFFFE, House Wall
0xFFFF, Occupied/Unavailable
