0x0000, Empty
0x3308, Harvest Dresser
0x330C, Super Mushroom
0x3310, Harvest Mirror
0x3314, Coin
0x3318, ? Block
0x331C, Starman
0x3320, Koopa Shell
0x3324, Cannon
0x3328, Desert Cactus
0x332C, Fire Flower
0x3330, Wagon Wheel
0x3334, Well
0x3338, Boxing Barricade
0x333C, Neutral Corner
0x3340, Red Corner
0x3344, Blue Corner
0x3348, Boxing Mat
0x334C, Ringside Table
0x3350, Speed Bag
0x3354, Sandbag
0x3358, Weight Bench
0x335C, Campfire
0x3360, Bonfire
0x3364, Kayak
0x3368, Sprinkler
0x336C, Tent Model
0x3370, Backpack
0x3374, Angler Trophy
0x3378, Pansy Model 1
0x337C, Pansy Model 2
0x3380, Pansy Model 3
0x3384, Cosmos Model 1
0x3388, Cosmos Model 2
0x338C, Cosmos Model 3
0x3390, Tulip Model 1
0x3394, Tulip Model 2
0x3398, Tulip Model 3
0x339C, Lantern
0x33A0, Lawn Mower
0x33A4, Cooler
0x33A8, Mountain Bike
0x33AC, Sleeping Bag
0x33B0, Propane Stove
0x33B4, Cornucopia
0x33B8, Judge's Bell
0x33BC, Noisemaker
0x33C0, Chowder
0x33C4, DUMMY
0x4000, House Stairs #1
0x4001, House Stairs #2
0x4080, Warp Zone
0x5800, Upper Left Player House
0x5801, Upper Right Player House
0x5802, Lower Left Player House
0x5803, Lower Right Player House
0x5804, Nook's Cranny
0x5805, Nook 'n' Go
0x5806, Nookway
0x5807, Nookington's
0x5808, Post Office
0x5809, Train Station (Right)
0x580C, Police Station
0x580D, Waterfall
0x580E, Waterfall (Right)
0x580F, Waterfall (Left)
0x5810, Signboard (1)
0x5811, Signboard (2)
0x5812, Signboard (3)
0x5813, Signboard (4)
0x5814, Signboard (5)
0x5815, Signboard (6)
0x5816, Signboard (7)
0x5817, Signboard (8)
0x5818, Signboard (9)
0x5819, Signboard (10)
0x581A, Signboard (11)
0x581B, Signboard (12)
0x581C, Signboard (13)
0x581D, Signboard (14)
0x581E, Signboard (15)
0x581F, Signboard (16)
0x5820, Signboard (17)
0x5821, Signboard (18)
0x5822, Signboard (19)
0x5823, Signboard (20)
0x5824, Signboard (21)
0x5825, Wishing Well
// Up To here is OK
0x5826, Crazy Redd's Tent
0x5827, Katrina's Tent
0x5828, Gracie's Car
0x5829, Igloo
0x582A, Cherry Festival Table #1
0x582B, Cherry Festival Table #2
0x582C, Aerobics Radio
0x582D, Redd's Stall (Right)
0x582E, Redd's Stall (Left)
0x582F, Katrina's Shrine (Right)
0x5830, Katrina's Shrine (Left)
0x5831, Katrina's New Years Table
0x5832, New Years Clock (Part 1)
0x5833, New Years Clock (Part 2)
0x5834, Red Sports Fair Balls
0x5835, White Sports Fair Balls
0x5836, Red Sports Fair Basket
0x5837, White Sports Fair Basket
0x5838, Fish Check Stand (Right)
0x5839, Fish Check Stand (Left)
0x583A, Fish Windsock
0x583B, Dump
0x5840, Lily Pads
0x5841, K.K. Slider's Box
0x5842, Train Station (Left)
0x5843, Lighthouse
0x5844, Museum
0x5845, Suspension Bridge (/)
0x5846, Suspension Bridge (\)
0x5847, Tailor's Shop
0x5848, Island Flag
0x5849, Kapp'n w/ Boat
0x584A, Player's Island House
0x584B, Islander's House
0x584C, Dock Signboard
0x8000, Beta Paper Airplane (Replicates Limitlessly)
0x8003, Beta Yellow/Brown Rotating Cube
0xA000, Upper Left House's Mailbox
0xA001, Upper Right House's Mailbox
0xA002, Lower Left House's Mailbox
0xA003, Lower Right House's Mailbox
0xA004, Upper Left House's Gyroid
0xA005, Upper Right House's Gyroid
0xA006, Lower Left House's Gyroid
0xA007, Lower Right House's Gyroid
0xA008, Snowman #1
0xA009, Snowman #2
0xA00A, Snowman #3
0xA00B, Snowman #4
0xA00C, Snowman #5
0xA00D, Snowman #6
0xA00E, Snowman #7
0xA00F, Snowman #8
0xA010, Snowman #9
0xA011, Train Caboose Door
0xA012, Villager Signboard
0xA013, Player (Laying on Side, Soft-locks Game, Seen in Wrong-warp)
0xA016, Player (Standing, Soft-locks Game)
0xFE1B, House Exit Flooring
0xFE1D, Possible Bridge Location (/)
0xFE1E, Possible Bridge Location (\)
0xFE1F, Multispace Furniture Collision Box
0xFE20, Custom Pattern
0xFFFE, House Wall
0xFFFF, Occupied/Unavailable
