//Villager Info
ID = 0x0000, Name = Cyrano, Personality = 2, Catchphrase = ah-CHOO, Shirt = 0x2472, Furniture = [0x213C, 0x2390, 0x241A, 0x27EA, 0x2B9A, 0x2B9B, 0x2BA7, 0x2B9B, 0x29E8, 0x7FFE, 0x2BA6, 0x2B99, 0x2BA5, 0x29B6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x200000, ]
ID = 0x00C5, Name = Hamphrey, Personality = 2, Catchphrase = snort, Shirt = 0x24C7, Furniture = [0x216F, 0x23A1, 0x241A, 0x27E7, 0x2C6B, 0x2C49, 0x7FFE, 0x2CEF, 0x29E8, 0x2C42, 0x2C5E, 0x2C60, 0x2BCB, 0x2BCF, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D6F, 0x2300C5, ]
ID = 0x00C6, Name = Holden, Personality = 0, Catchphrase = glue stick, Shirt = 0x7FFE, Furniture = [0x2134, 0x2354, 0x2430, 0x27E6, 0x2A26, 0x2B9B, 0x2B93, 0x29E4, 0x2C49, 0x2BBB, 0x7FFE, 0x29E0, 0x2C76, 0x2B8F, 0x2C74, 0x2C39, 0x2C24, 0x7FFE, 0x2CD5, 0x7FFE, 0x200C6, ]
ID = 0x00C7, Name = Rocco, Personality = 2, Catchphrase = hippie, Shirt = 0x24DA, Furniture = [0x2157, 0x2365, 0x2404, 0x2800, 0x7FFE, 0x2B13, 0x2B13, 0x2B19, 0x2B24, 0x2B12, 0x2B1C, 0x2D7D, 0x2B1B, 0x2B17, 0x2C4E, 0x2D46, 0x7FFE, 0x7FFE, 0x2D0A, 0x7FFE, 0x1300C7, ]
ID = 0x00C8, Name = Bubbles, Personality = 5, Catchphrase = hipster, Shirt = 0x24FE, Furniture = [0x2177, 0x2388, 0x244E, 0x27F2, 0x2B6C, 0x2C04, 0x2CF5, 0x2B24, 0x7FFE, 0x2E23, 0x2967, 0x2B6F, 0x2C5E, 0x2B70, 0x2C4F, 0x2D26, 0x7FFE, 0x7FFE, 0x2D6D, 0x2D79, 0x3300C8, ]
ID = 0x00C9, Name = Bertha, Personality = 4, Catchphrase = bloop, Shirt = 0x249D, Furniture = [0x2179, 0x238A, 0x240F, 0x27F3, 0x2309, 0x2B76, 0x2AEF, 0x2C1E, 0x2AE8, 0x2D5B, 0x2BD5, 0x2D4C, 0x2E23, 0x2D4C, 0x2CFE, 0x2931, 0x7FFE, 0x7FFE, 0x2AEC, 0x2CD6, 0x1900C9, ]
ID = 0x00CA, Name = Biff, Personality = 1, Catchphrase = squirt, Shirt = 0x24E8, Furniture = [0x2149, 0x23C0, 0x243A, 0x27EF, 0x2B6C, 0x2C04, 0x2B24, 0x2C14, 0x7FFE, 0x2C65, 0x7FFE, 0x2B1E, 0x2B1E, 0x2C5F, 0x2C4F, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3500CA, ]
ID = 0x00CB, Name = Bitty, Personality = 6, Catchphrase = my dear, Shirt = 0x7FFE, Furniture = [0x2184, 0x2373, 0x247B, 0x27FF, 0x7FFE, 0x2F33, 0x7FFE, 0x2F71, 0x2F2F, 0x2FB0, 0x2FB0, 0x2FD7, 0x7FFE, 0x2F22, 0x2F69, 0x2EE2, 0x2FE9, 0x2F88, 0x2D7B, 0x7FFE, 0x1500CB, ]
ID = 0x00CC, Name = Harry, Personality = 2, Catchphrase = beach bum, Shirt = 0x24EC, Furniture = [0x2136, 0x236C, 0x240B, 0x2802, 0x2BB0, 0x2BB0, 0x2BB3, 0x2BAD, 0x2BAE, 0x2C4E, 0x2BE0, 0x2D01, 0x2BAF, 0x2C70, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D75, 0x7FFE, 0x3300CC, ]
ID = 0x00CD, Name = Hippeux, Personality = 3, Catchphrase = natch, Shirt = 0x2576, Furniture = [0x2181, 0x238F, 0x242C, 0x27EE, 0x2DDA, 0x2BEE, 0x2A1F, 0x2DDC, 0x2DE3, 0x2A06, 0x29FA, 0x7FFE, 0x2D1D, 0x2C47, 0x2CEB, 0x2BF4, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3800CD, ]
ID = 0x00CE, Name = Buck, Personality = 1, Catchphrase = pardner, Shirt = 0x244F, Furniture = [0x2162, 0x236D, 0x240F, 0x27E7, 0x2DA5, 0x2E18, 0x2C14, 0x2D1C, 0x2E11, 0x2C1D, 0x2C27, 0x2D4B, 0x2C7B, 0x2C79, 0x22E8, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D6E, 0x7FFE, 0x2700CE, ]
ID = 0x00CF, Name = Victoria, Personality = 5, Catchphrase = sugar cube, Shirt = 0x2448, Furniture = [0x2153, 0x2377, 0x2422, 0x27E8, 0x2A26, 0x29EA, 0x2A22, 0x29F1, 0x29ED, 0x7FFE, 0x29F3, 0x2B8F, 0x2D45, 0x2B8E, 0x2D97, 0x2C46, 0x2C75, 0x7FFE, 0x29F4, 0x7FFE, 0x1B00CF, ]
ID = 0x00D0, Name = Savannah, Personality = 4, Catchphrase = y'all, Shirt = 0x2475, Furniture = [0x2163, 0x238B, 0x23F1, 0x27F7, 0x2A37, 0x2A3F, 0x2BF1, 0x2A3E, 0x2A3B, 0x2BD8, 0x2BDD, 0x2A39, 0x2A38, 0x2BE1, 0x2CFE, 0x2A40, 0x2CFA, 0x7FFE, 0x7FFE, 0x7FFE, 0x700D0, ]
ID = 0x00D1, Name = Elmer, Personality = 0, Catchphrase = tenderfoot, Shirt = 0x2507, Furniture = [0x212D, 0x238F, 0x2426, 0x27E6, 0x29F5, 0x29FB, 0x29F9, 0x29FC, 0x7FFE, 0x2AD7, 0x2D63, 0x2C46, 0x2D60, 0x29EF, 0x2C73, 0x2BED, 0x7FFE, 0x7FFE, 0x2CD7, 0x7FFE, 0x100D1, ]
ID = 0x00D2, Name = Roscoe, Personality = 2, Catchphrase = nay, Shirt = 0x2480, Furniture = [0x2159, 0x2352, 0x2413, 0x27E7, 0x2DAF, 0x2DB6, 0x7FFE, 0x2DB2, 0x2DB0, 0x2D1B, 0x2D4D, 0x2DB3, 0x2DB5, 0x2BE2, 0x2C54, 0x2DAE, 0x7FFE, 0x7FFE, 0x2DB4, 0x7FFE, 0x900D2, ]
ID = 0x00D3, Name = Winnie, Personality = 5, Catchphrase = hay-OK, Shirt = 0x24F3, Furniture = [0x2162, 0x236D, 0x2410, 0x27F0, 0x29F5, 0x29FC, 0x2C4A, 0x2C1E, 0x2C6C, 0x2D39, 0x2C27, 0x2A28, 0x2BD7, 0x2BDA, 0x2C24, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2100D3, ]
ID = 0x00D4, Name = Ed, Personality = 3, Catchphrase = greenhorn, Shirt = 0x249B, Furniture = [0x2155, 0x2370, 0x240D, 0x2803, 0x29F5, 0x29F6, 0x29FC, 0x2C6C, 0x2C4C, 0x2AED, 0x7FFE, 0x2B3D, 0x2BE1, 0x2BDC, 0x2DA2, 0x2D00, 0x7FFE, 0x7FFE, 0x2D72, 0x7FFE, 0x1200D4, ]
ID = 0x00D5, Name = Cleo, Personality = 6, Catchphrase = sugar, Shirt = 0x7FFE, Furniture = [0x2183, 0x238A, 0x2472, 0x2801, 0x7FFE, 0x2F1B, 0x2F1B, 0x2F53, 0x2FB8, 0x2EFB, 0x2F4F, 0x2F1C, 0x2F1D, 0x2BDA, 0x2F93, 0x2D56, 0x2ED8, 0x7FFE, 0x7FFE, 0x7FFE, 0x2600D5, ]
ID = 0x00D6, Name = Peaches, Personality = 4, Catchphrase = neighbor, Shirt = 0x249B, Furniture = [0x215F, 0x2356, 0x2407, 0x2802, 0x2B3E, 0x2C4D, 0x2A45, 0x2A43, 0x2A42, 0x2B88, 0x7FFE, 0x7FFE, 0x2B3D, 0x2981, 0x2B3C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D72, 0x7FFE, 0x900D6, ]
ID = 0x00D7, Name = Annalise, Personality = 6, Catchphrase = nipper, Shirt = 0x250B, Furniture = [0x2175, 0x238F, 0x2418, 0x2802, 0x2DDA, 0x2BEF, 0x2A01, 0x2DDC, 0x7FFE, 0x2DE1, 0x2A03, 0x2C46, 0x2A06, 0x2BD7, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x100D7, ]
ID = 0x00D8, Name = Clyde, Personality = 0, Catchphrase = clip clawp, Shirt = 0x249C, Furniture = [0x2166, 0x2378, 0x2430, 0x27EC, 0x2BC2, 0x2C69, 0x2C4D, 0x2C1E, 0x2AEF, 0x2BBB, 0x2BBD, 0x2C62, 0x2BC1, 0x2BC0, 0x2C75, 0x2D05, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x500D8, ]
ID = 0x00D9, Name = Colton, Personality = 3, Catchphrase = check it, Shirt = 0x2579, Furniture = [0x2152, 0x23B0, 0x23F2, 0x27F1, 0x2A00, 0x2A01, 0x2A05, 0x7FFE, 0x2A04, 0x2A07, 0x2C47, 0x2BE6, 0x2A06, 0x2BD8, 0x2BF4, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00D9, ]
ID = 0x00DA, Name = Papi, Personality = 0, Catchphrase = haaay, Shirt = 0x248F, Furniture = [0x2176, 0x23B7, 0x2453, 0x2802, 0x29F5, 0x2DC1, 0x2AE8, 0x2C4C, 0x2DC0, 0x2BC6, 0x2BE2, 0x7FFE, 0x2B3D, 0x2DBE, 0x2D34, 0x7FFE, 0x7FFE, 0x7FFE, 0x2DBD, 0x7FFE, 0x1800DA, ]
ID = 0x00DB, Name = Julian, Personality = 3, Catchphrase = glitter, Shirt = 0x24DE, Furniture = [0x2171, 0x2364, 0x23F0, 0x27F7, 0x2A00, 0x2A08, 0x2C49, 0x2A04, 0x2A05, 0x2BF3, 0x2A06, 0x2A09, 0x2C76, 0x2B58, 0x2D3D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1C00DB, ]
ID = 0x00DC, Name = Filly, Personality = 4, Catchphrase = hah, Shirt = 0x7FFE, Furniture = [0x2134, 0x2354, 0x2430, 0x27E6, 0x2A26, 0x2B9B, 0x2B93, 0x29E4, 0x2C49, 0x2BBB, 0x7FFE, 0x29E0, 0x2C76, 0x2B8F, 0x2C74, 0x2C39, 0x2C24, 0x7FFE, 0x2CD5, 0x7FFE, 0x200DC, ]
ID = 0x00DD, Name = Epona, Personality = 5, Catchphrase = neigh, Shirt = 0x7FFE, Furniture = [0x2173, 0x2398, 0x2406, 0x27E9, 0x2C66, 0x2B01, 0x2B02, 0x2EC2, 0x2B03, 0x3083, 0x3088, 0x7FFE, 0x2B36, 0x2B00, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1C00DD, ]
ID = 0x00DE, Name = Yuka, Personality = 6, Catchphrase = tsk tsk, Shirt = 0x24B0, Furniture = [0x214B, 0x2377, 0x243D, 0x27E8, 0x2A00, 0x2A08, 0x2A05, 0x29FC, 0x29F9, 0x2BD8, 0x2A06, 0x2A09, 0x7FFE, 0x2C47, 0x2C24, 0x2DA2, 0x2C38, 0x7FFE, 0x7FFE, 0x7FFE, 0x00DE, ]
ID = 0x00DF, Name = Alice, Personality = 4, Catchphrase = guvnor, Shirt = 0x24AA, Furniture = [0x2154, 0x236F, 0x240F, 0x27E8, 0x2BC8, 0x2C49, 0x2D1C, 0x2A1F, 0x2C6C, 0x2C52, 0x2D39, 0x2BDF, 0x2C3D, 0x2BC7, 0x2B89, 0x2D50, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2600DF, ]
ID = 0x00E0, Name = Melba, Personality = 4, Catchphrase = toasty, Shirt = 0x2598, Furniture = [0x2147, 0x2354, 0x240C, 0x27E8, 0x2B2F, 0x2DB8, 0x2DC1, 0x2AEA, 0x2AE8, 0x7FFE, 0x2B82, 0x2AED, 0x2BDF, 0x2AF1, 0x2B89, 0x7FFE, 0x7FFE, 0x7FFE, 0x2AEC, 0x7FFE, 0x1B00E0, ]
ID = 0x00E1, Name = Sydney, Personality = 4, Catchphrase = sunshine, Shirt = 0x249F, Furniture = [0x2153, 0x236E, 0x23EE, 0x27F5, 0x2A10, 0x2A0C, 0x2A0B, 0x2C49, 0x2A0F, 0x2C3D, 0x7FFE, 0x2A14, 0x2990, 0x2BDC, 0x2D95, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD7, 0x7FFE, 0x1B00E1, ]
ID = 0x00E2, Name = Gonzo, Personality = 2, Catchphrase = mate, Shirt = 0x7FFE, Furniture = [0x214F, 0x23D2, 0x2480, 0x27E7, 0x2ADC, 0x2D40, 0x2F53, 0x7FFE, 0x2F20, 0x2CEB, 0x2C3E, 0x2CA4, 0x7FFE, 0x2C46, 0x2F09, 0x2F63, 0x7FFE, 0x7FFE, 0x2D78, 0x7FFE, 0x4A00E2, ]
ID = 0x00E3, Name = Ozzie, Personality = 0, Catchphrase = ol' bear, Shirt = 0x24F5, Furniture = [0x215B, 0x2388, 0x2424, 0x27E9, 0x7FFE, 0x2B64, 0x2C4B, 0x2B63, 0x2D1C, 0x2B61, 0x2B61, 0x2B62, 0x2B62, 0x2B66, 0x2DA1, 0x2DA1, 0x7FFE, 0x7FFE, 0x2D6D, 0x7FFE, 0x400E3, ]
ID = 0x00E4, Name = Canberra, Personality = 7, Catchphrase = nuh uh, Shirt = 0x2598, Furniture = [0x2174, 0x2378, 0x2453, 0x27FA, 0x2A16, 0x2C1E, 0x29F1, 0x29ED, 0x29EB, 0x2AED, 0x7FFE, 0x2B8E, 0x2D19, 0x2BD7, 0x2D36, 0x2E66, 0x2C50, 0x7FFE, 0x2D75, 0x7FFE, 0x1200E4, ]
ID = 0x00E5, Name = Lyman, Personality = 1, Catchphrase = chips, Shirt = 0x2462, Furniture = [0x2178, 0x23A4, 0x2406, 0x2802, 0x2BC8, 0x7FFE, 0x2C69, 0x2A29, 0x2A22, 0x2B90, 0x2DA0, 0x2A2A, 0x2AED, 0x2D9F, 0x2C50, 0x2D97, 0x2D96, 0x7FFE, 0x2A2B, 0x7FFE, 0x2300E5, ]
ID = 0x00E6, Name = Eugene, Personality = 3, Catchphrase = yeah buddy, Shirt = 0x2538, Furniture = [0x214D, 0x23BF, 0x245A, 0x27E7, 0x2DAF, 0x2D59, 0x2DB0, 0x2DB2, 0x2C4C, 0x2DB5, 0x2E23, 0x2D4D, 0x2D1B, 0x2BEC, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D7A, 0x7FFE, 0x1C00E6, ]
ID = 0x00E7, Name = Kitt, Personality = 4, Catchphrase = child, Shirt = 0x25A1, Furniture = [0x212B, 0x238F, 0x2430, 0x2805, 0x2BEE, 0x29F9, 0x29F9, 0x29F6, 0x29FC, 0x2BDB, 0x29FA, 0x2C47, 0x2D48, 0x2C53, 0x2D0B, 0x2D2B, 0x7FFE, 0x7FFE, 0x29FF, 0x7FFE, 0x1A00E7, ]
ID = 0x00E8, Name = Mathilda, Personality = 6, Catchphrase = wee baby, Shirt = 0x2456, Furniture = [0x2147, 0x2382, 0x240D, 0x27FE, 0x2A37, 0x2C4C, 0x2C1E, 0x2A3B, 0x2D31, 0x24CD, 0x24E5, 0x2BE0, 0x2BF7, 0x2C6D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A41, 0x7FFE, 0x700E8, ]
ID = 0x00E9, Name = Carrie, Personality = 4, Catchphrase = little one, Shirt = 0x7FFE, Furniture = [0x2132, 0x2368, 0x246D, 0x27F3, 0x2A00, 0x7FFE, 0x7FFE, 0x2FE0, 0x2F30, 0x2B3A, 0x2F59, 0x2A06, 0x2EF2, 0x2F99, 0x2F80, 0x2FBD, 0x7FFE, 0x7FFE, 0x2D72, 0x2D6B, 0x3200E9, ]
ID = 0x00EA, Name = Astrid, Personality = 6, Catchphrase = my pet, Shirt = 0x24DF, Furniture = [0x2160, 0x23B8, 0x23F5, 0x27FE, 0x2BC8, 0x2C1E, 0x2C1C, 0x2C6C, 0x2C4D, 0x2BDD, 0x2B3A, 0x2AF0, 0x2D1A, 0x2C3D, 0x2D9C, 0x2B3C, 0x7FFE, 0x7FFE, 0x2AEC, 0x7FFE, 0x1D00EA, ]
ID = 0x00EB, Name = Sylvia, Personality = 7, Catchphrase = boing, Shirt = 0x2583, Furniture = [0x2146, 0x23B4, 0x240E, 0x2803, 0x2A37, 0x2A3E, 0x2A3B, 0x2C1E, 0x2A3F, 0x2D39, 0x2C27, 0x2D1E, 0x29A9, 0x2B3A, 0x2CFA, 0x2D00, 0x2C50, 0x7FFE, 0x2DB4, 0x7FFE, 0x1900EB, ]
ID = 0x00EC, Name = Walt, Personality = 2, Catchphrase = pockets, Shirt = 0x254E, Furniture = [0x216E, 0x237F, 0x241C, 0x27FB, 0x2C66, 0x7FFE, 0x22FE, 0x2C2B, 0x29E2, 0x2BCC, 0x2BAC, 0x2BAB, 0x2C60, 0x29E6, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x900EC, ]
ID = 0x00ED, Name = Rooney, Personality = 2, Catchphrase = punches, Shirt = 0x2575, Furniture = [0x217A, 0x2384, 0x23F1, 0x2803, 0x2B21, 0x2DAF, 0x2B25, 0x2D9B, 0x2B23, 0x2B26, 0x2B27, 0x2D99, 0x2D98, 0x2C50, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D0A, 0x7FFE, 0x3100ED, ]
ID = 0x00EE, Name = Marcie, Personality = 4, Catchphrase = pouches, Shirt = 0x24B3, Furniture = [0x2133, 0x2379, 0x2453, 0x27EB, 0x7FFE, 0x2C1E, 0x2AE7, 0x2AEA, 0x2AEF, 0x2B3D, 0x2B3F, 0x2B3A, 0x2AED, 0x2C3D, 0x2CFE, 0x2C37, 0x2D67, 0x7FFE, 0x7FFE, 0x2D69, 0xA00EE, ]
ID = 0x00EF, Name = Bud, Personality = 1, Catchphrase = maaan, Shirt = 0x2583, Furniture = [0x213A, 0x2399, 0x2438, 0x27FD, 0x2324, 0x2C2D, 0x2C2D, 0x2C2D, 0x2C2D, 0x2C2F, 0x2C31, 0x2C30, 0x2C50, 0x2D7D, 0x2BED, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D76, 0x7FFE, 0xF00EF, ]
ID = 0x00F0, Name = Elvis, Personality = 2, Catchphrase = unh-hunh, Shirt = 0x2511, Furniture = [0x2142, 0x23B0, 0x2418, 0x27EC, 0x2CF0, 0x2DDC, 0x2DDC, 0x2ADD, 0x2AE2, 0x2BF9, 0x2C80, 0x2C80, 0x2BF9, 0x2C0F, 0x2942, 0x2C46, 0x7FFE, 0x7FFE, 0x2DD9, 0x7FFE, 0x1000F0, ]
ID = 0x00F1, Name = Rex, Personality = 0, Catchphrase = cool cat, Shirt = 0x7FFE, Furniture = [0x2173, 0x23C4, 0x2437, 0x27F5, 0x2C1A, 0x2C18, 0x2B03, 0x2F4B, 0x7FFE, 0x2F11, 0x2FAE, 0x2F54, 0x2FAE, 0x2C13, 0x2FBD, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x400F1, ]
ID = 0x00F2, Name = Leopold, Personality = 3, Catchphrase = lion cub, Shirt = 0x7FFE, Furniture = [0x215B, 0x236B, 0x240A, 0x27F2, 0x7FFE, 0x2F6C, 0x2EEB, 0x2F52, 0x2F51, 0x2B66, 0x7FFE, 0x2F35, 0x2B65, 0x7FFE, 0x2F4C, 0x2B69, 0x2FF1, 0x2F70, 0x2D6D, 0x2F82, 0x2800F2, ]
ID = 0x00F3, Name = Mott, Personality = 1, Catchphrase = cagey, Shirt = 0x2553, Furniture = [0x216A, 0x239F, 0x241B, 0x27E7, 0x2E3E, 0x2C6B, 0x2C23, 0x2E11, 0x2E18, 0x2B8F, 0x2C26, 0x2DA7, 0x2E19, 0x2C72, 0x2D97, 0x7FFE, 0x7FFE, 0x7FFE, 0x2E12, 0x2EC5, 0x3D00F3, ]
ID = 0x00F4, Name = Rory, Personality = 1, Catchphrase = capital, Shirt = 0x2507, Furniture = [0x213C, 0x2369, 0x2422, 0x27EA, 0x29DF, 0x2A1F, 0x2A1F, 0x2C6A, 0x29E2, 0x2C47, 0x2E3B, 0x2CFD, 0x2D43, 0x296C, 0x29E6, 0x2C37, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0xD00F4, ]
ID = 0x00F5, Name = Lionel, Personality = 3, Catchphrase = precisely, Shirt = 0x2517, Furniture = [0x2181, 0x238F, 0x2429, 0x2804, 0x2ADC, 0x2D40, 0x2B93, 0x2DDE, 0x2D35, 0x2A06, 0x2BDB, 0x2D33, 0x2CEB, 0x2C47, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3700F5, ]
ID = 0x00F6, Name = Nana, Personality = 4, Catchphrase = po po, Shirt = 0x249C, Furniture = [0x2166, 0x236D, 0x242D, 0x27F0, 0x2DEC, 0x2DC4, 0x2AEF, 0x2AEA, 0x2AE7, 0x2C3D, 0x2AEE, 0x2AEE, 0x2DCA, 0x2BDE, 0x294E, 0x2D2B, 0x221F, 0x7FFE, 0x2AEC, 0x2CD6, 0x900F6, ]
ID = 0x00F7, Name = Simon, Personality = 0, Catchphrase = zzzook, Shirt = 0x248A, Furniture = [0x2163, 0x2364, 0x2439, 0x2802, 0x2C1A, 0x2C16, 0x7FFE, 0x7FFE, 0x2B2D, 0x2BE4, 0x298F, 0x2BDF, 0x2C19, 0x2B36, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00F7, ]
ID = 0x00F8, Name = Tammi, Personality = 5, Catchphrase = chimpy, Shirt = 0x2509, Furniture = [0x2141, 0x2393, 0x2434, 0x27FA, 0x2D4F, 0x2D4F, 0x29E4, 0x29E8, 0x29E2, 0x29E5, 0x29E3, 0x29E3, 0x2C64, 0x2BDB, 0x2C46, 0x29E6, 0x2D36, 0x7FFE, 0x29E9, 0x7FFE, 0x3300F8, ]
ID = 0x00F9, Name = Monty, Personality = 2, Catchphrase = g'tang, Shirt = 0x24A1, Furniture = [0x2165, 0x2398, 0x243A, 0x27E9, 0x2C66, 0x2C18, 0x2C14, 0x2C16, 0x7FFE, 0x2C15, 0x2C19, 0x7FFE, 0x2E6E, 0x2C4F, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x400F9, ]
ID = 0x00FA, Name = Elise, Personality = 6, Catchphrase = puh-lease, Shirt = 0x249E, Furniture = [0x216B, 0x2379, 0x240E, 0x27FC, 0x2A00, 0x2D9D, 0x2A05, 0x2DB9, 0x2C4A, 0x2BDA, 0x2A06, 0x2D39, 0x2C57, 0x2DC2, 0x2C24, 0x7FFE, 0x7FFE, 0x7FFE, 0x2DBD, 0x7FFE, 0x1800FA, ]
ID = 0x00FB, Name = Flip, Personality = 1, Catchphrase = rerack, Shirt = 0x2551, Furniture = [0x216F, 0x237B, 0x241B, 0x27EF, 0x2B9A, 0x2C6B, 0x7FFE, 0x22F2, 0x2B9D, 0x2BF0, 0x7FFE, 0x2B85, 0x2C5E, 0x2C4F, 0x295A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D77, 0x7FFE, 0x4E00FB, ]
ID = 0x00FC, Name = Shari, Personality = 7, Catchphrase = cheeky, Shirt = 0x2581, Furniture = [0x217B, 0x2350, 0x2426, 0x27E8, 0x2A16, 0x2A1D, 0x2C49, 0x2A1B, 0x2A1F, 0x2BD7, 0x2A19, 0x29E6, 0x2BE4, 0x2E70, 0x2D38, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A20, 0x7FFE, 0x700FC, ]
ID = 0x00FD, Name = Deli, Personality = 0, Catchphrase = monch, Shirt = 0x25A1, Furniture = [0x2167, 0x2394, 0x2435, 0x2802, 0x29F5, 0x29E8, 0x29E4, 0x29E2, 0x29E7, 0x2E70, 0x2BE3, 0x2C64, 0x2BDF, 0x7FFE, 0x2E25, 0x2C46, 0x7FFE, 0x7FFE, 0x2D7B, 0x7FFE, 0x2600FD, ]
ID = 0x00FE, Name = Dora, Personality = 4, Catchphrase = squeaky, Shirt = 0x24EA, Furniture = [0x2152, 0x2396, 0x241A, 0x27EA, 0x2E14, 0x2C78, 0x2C49, 0x2DE5, 0x2DE4, 0x2D49, 0x2538, 0x7FFE, 0x2C1D, 0x2C72, 0x2BCE, 0x2D27, 0x7FFE, 0x7FFE, 0x2CD7, 0x7FFE, 0x1B00FE, ]
ID = 0x00FF, Name = Limberg, Personality = 2, Catchphrase = squinky, Shirt = 0x24E9, Furniture = [0x2144, 0x2380, 0x241D, 0x27FB, 0x2C66, 0x2E20, 0x2E21, 0x2AE2, 0x7FFE, 0x2E1B, 0x2E1B, 0x2BAC, 0x2BAB, 0x7FFE, 0x2C46, 0x2BD0, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00FF, ]
ID = 0x0100, Name = Bella, Personality = 5, Catchphrase = eeks, Shirt = 0x2455, Furniture = [0x2170, 0x2382, 0x2441, 0x2803, 0x2A4D, 0x2C49, 0x2B93, 0x2DB6, 0x2C6F, 0x2D4D, 0x2BEC, 0x2C26, 0x2E16, 0x2C22, 0x2D5D, 0x2942, 0x7FFE, 0x7FFE, 0x2D7A, 0x7FFE, 0x60100, ]
ID = 0x0101, Name = Bree, Personality = 6, Catchphrase = cheeseball, Shirt = 0x257E, Furniture = [0x2161, 0x2374, 0x2417, 0x27E8, 0x2A00, 0x2A08, 0x2C4A, 0x2BF1, 0x2A04, 0x2C45, 0x7FFE, 0x2BE2, 0x2A09, 0x2AF0, 0x2942, 0x7FFE, 0x7FFE, 0x7FFE, 0x2A0A, 0x2CD6, 0x120101, ]
ID = 0x0102, Name = Samson, Personality = 1, Catchphrase = pipsqueak, Shirt = 0x24E5, Furniture = [0x2158, 0x2356, 0x242E, 0x27F6, 0x2B3E, 0x2C4D, 0x2C69, 0x2C03, 0x2B23, 0x2BC1, 0x2BC1, 0x2C02, 0x2BC0, 0x2C52, 0x2C74, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D70, 0x2CD8, 0x130102, ]
ID = 0x0103, Name = Rod, Personality = 1, Catchphrase = ace, Shirt = 0x2515, Furniture = [0x212C, 0x2369, 0x2431, 0x27E6, 0x7FFE, 0x29ED, 0x2C05, 0x2B4B, 0x2C49, 0x2E3B, 0x2B49, 0x2B48, 0x7FFE, 0x29EE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D76, 0x7FFE, 0x190103, ]
ID = 0x0104, Name = Candi, Personality = 5, Catchphrase = sweetie, Shirt = 0x7FFE, Furniture = [0x2147, 0x23B8, 0x2410, 0x2809, 0x7FFE, 0x2F66, 0x2BB2, 0x2F78, 0x2F53, 0x7FFE, 0x2FB1, 0x2FB1, 0x2CC0, 0x2FB2, 0x2F89, 0x2F45, 0x2F21, 0x2F69, 0x2D7A, 0x2CD8, 0x160104, ]
ID = 0x0105, Name = Rizzo, Personality = 2, Catchphrase = squee, Shirt = 0x2549, Furniture = [0x2157, 0x237C, 0x241A, 0x27EA, 0x7FFE, 0x2BA7, 0x2BA1, 0x29E4, 0x2B9B, 0x2BAA, 0x2997, 0x2993, 0x296B, 0x2C46, 0x2BB4, 0x2BD4, 0x7FFE, 0x7FFE, 0x2D7F, 0x7FFE, 0xA0105, ]
