//Villager Info
ID = 0x0000, Name = Cyrano, Personality = 2, Catchphrase = ah-CHOO, Shirt = 0x2472, Furniture = [0x2137, 0x2386, 0x23F6, 0x2759, 0x2AF0, 0x2AF1, 0x2AFD, 0x2AF1, 0x293E, 0x7FFE, 0x2AFC, 0x2AEF, 0x2AFB, 0x290C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x200000, ]
ID = 0x00C8, Name = Marcie, Personality = 4, Catchphrase = pouches, Shirt = 0x24B3, Furniture = [0x212E, 0x236F, 0x242F, 0x275A, 0x7FFE, 0x2B74, 0x2A3D, 0x2A40, 0x2A45, 0x2A93, 0x2A95, 0x2A90, 0x2A43, 0x2B93, 0x2C54, 0x2B8D, 0x2CBD, 0x7FFE, 0x7FFE, 0x2CBF, 0xA00C8, ]
ID = 0x00C9, Name = Bud, Personality = 1, Catchphrase = maaan, Shirt = 0x2583, Furniture = [0x2135, 0x238F, 0x2414, 0x276C, 0x231A, 0x2B83, 0x2B83, 0x2B83, 0x2B83, 0x2B85, 0x2B87, 0x2B86, 0x2BA6, 0x2CD3, 0x2B43, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCC, 0x7FFE, 0xF00C9, ]
ID = 0x00CA, Name = Elvis, Personality = 2, Catchphrase = unh-hunh, Shirt = 0x2511, Furniture = [0x213D, 0x23A6, 0x23F4, 0x275B, 0x2C46, 0x2D32, 0x2D32, 0x2A33, 0x2A38, 0x2B4F, 0x2BD6, 0x2BD6, 0x2B4F, 0x2B65, 0x2898, 0x2B9C, 0x7FFE, 0x7FFE, 0x2D2F, 0x7FFE, 0x1000CA, ]
ID = 0x00CB, Name = Mott, Personality = 1, Catchphrase = cagey, Shirt = 0x2553, Furniture = [0x2165, 0x2395, 0x23F7, 0x2756, 0x2D94, 0x2BC1, 0x2B79, 0x2D67, 0x2D6E, 0x2AE5, 0x2B7C, 0x2CFD, 0x2D6F, 0x2BC8, 0x2CED, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D68, 0x2E1B, 0x3400CB, ]
ID = 0x00CC, Name = Rory, Personality = 1, Catchphrase = capital, Shirt = 0x2507, Furniture = [0x2137, 0x235F, 0x23FE, 0x2759, 0x2935, 0x2975, 0x2975, 0x2BC0, 0x2938, 0x2B9D, 0x2D91, 0x2C53, 0x2C99, 0x28C2, 0x293C, 0x2B8D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0xD00CC, ]
ID = 0x00CD, Name = Lionel, Personality = 3, Catchphrase = precisely, Shirt = 0x2517, Furniture = [0x217C, 0x2385, 0x2405, 0x2773, 0x2A32, 0x2C96, 0x2AE9, 0x2D34, 0x2C8B, 0x295C, 0x2B31, 0x2C89, 0x2C41, 0x2B9D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2E00CD, ]
ID = 0x00CE, Name = Nana, Personality = 4, Catchphrase = po po, Shirt = 0x249C, Furniture = [0x2161, 0x2363, 0x2409, 0x275F, 0x2D42, 0x2D1A, 0x2A45, 0x2A40, 0x2A3D, 0x2B93, 0x2A44, 0x2A44, 0x2D20, 0x2B34, 0x28A4, 0x2C81, 0x221A, 0x7FFE, 0x2A42, 0x2C2C, 0x900CE, ]
ID = 0x00CF, Name = Simon, Personality = 0, Catchphrase = zzzook, Shirt = 0x248A, Furniture = [0x215E, 0x235A, 0x2415, 0x2771, 0x2B70, 0x2B6C, 0x7FFE, 0x7FFE, 0x2A83, 0x2B3A, 0x28E5, 0x2B35, 0x2B6F, 0x2A8C, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00CF, ]
ID = 0x00D0, Name = Tammi, Personality = 5, Catchphrase = chimpy, Shirt = 0x2509, Furniture = [0x213C, 0x2389, 0x2410, 0x2769, 0x2CA5, 0x2CA5, 0x293A, 0x293E, 0x2938, 0x293B, 0x2939, 0x2939, 0x2BBA, 0x2B31, 0x2B9C, 0x293C, 0x2C8C, 0x7FFE, 0x293F, 0x7FFE, 0x2A00D0, ]
ID = 0x00D1, Name = Monty, Personality = 2, Catchphrase = g'tang, Shirt = 0x24A1, Furniture = [0x2160, 0x238E, 0x2416, 0x2758, 0x2BBC, 0x2B6E, 0x2B6A, 0x2B6C, 0x7FFE, 0x2B6B, 0x2B6F, 0x7FFE, 0x2DC4, 0x2BA5, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x400D1, ]
ID = 0x00D2, Name = Elise, Personality = 6, Catchphrase = puh-lease, Shirt = 0x249E, Furniture = [0x2166, 0x236F, 0x23EA, 0x276B, 0x2956, 0x2CF3, 0x295B, 0x2D0F, 0x2BA0, 0x2B30, 0x295C, 0x2C8F, 0x2BAD, 0x2D18, 0x2B7A, 0x7FFE, 0x7FFE, 0x7FFE, 0x2D13, 0x7FFE, 0x1800D2, ]
ID = 0x00D3, Name = Flip, Personality = 1, Catchphrase = rerack, Shirt = 0x2551, Furniture = [0x216A, 0x2371, 0x23F7, 0x275E, 0x2AF0, 0x2BC1, 0x7FFE, 0x22E8, 0x2AF3, 0x2B46, 0x7FFE, 0x2ADB, 0x2BB4, 0x2BA5, 0x28B0, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCD, 0x7FFE, 0x4500D3, ]
ID = 0x00D4, Name = Shari, Personality = 7, Catchphrase = cheeky, Shirt = 0x2581, Furniture = [0x2176, 0x2346, 0x2402, 0x2757, 0x296C, 0x2973, 0x2B9F, 0x2971, 0x2975, 0x2B2D, 0x296F, 0x293C, 0x2B3A, 0x2DC6, 0x2C8E, 0x7FFE, 0x7FFE, 0x7FFE, 0x2976, 0x7FFE, 0x700D4, ]
ID = 0x00D5, Name = Deli, Personality = 0, Catchphrase = monch, Shirt = 0x25A1, Furniture = [0x2162, 0x238A, 0x2411, 0x2771, 0x294B, 0x293E, 0x293A, 0x2938, 0x293D, 0x2DC6, 0x2B39, 0x2BBA, 0x2B35, 0x7FFE, 0x2D7B, 0x2B9C, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x2600D5, ]
ID = 0x00D6, Name = Dora, Personality = 4, Catchphrase = squeaky, Shirt = 0x24EA, Furniture = [0x214D, 0x238C, 0x23F6, 0x2759, 0x2D6A, 0x2BCE, 0x2B9F, 0x2D3B, 0x2D3A, 0x2C9F, 0x24EB, 0x7FFE, 0x2B73, 0x2BC8, 0x2B24, 0x2C7D, 0x7FFE, 0x7FFE, 0x2C2D, 0x7FFE, 0x1B00D6, ]
ID = 0x00D7, Name = Limberg, Personality = 2, Catchphrase = squinky, Shirt = 0x24E9, Furniture = [0x213F, 0x2376, 0x23F9, 0x276A, 0x2BBC, 0x2D76, 0x2D77, 0x2A38, 0x7FFE, 0x2D71, 0x2D71, 0x2B02, 0x2B01, 0x7FFE, 0x2B9C, 0x2B26, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x00D7, ]
ID = 0x00D8, Name = Bella, Personality = 5, Catchphrase = eeks, Shirt = 0x2455, Furniture = [0x216B, 0x2378, 0x241D, 0x2772, 0x29A3, 0x2B9F, 0x2AE9, 0x2D0C, 0x2BC5, 0x2CA3, 0x2B42, 0x2B7C, 0x2D6C, 0x2B78, 0x2CB3, 0x2898, 0x7FFE, 0x7FFE, 0x2CD0, 0x7FFE, 0x600D8, ]
ID = 0x00D9, Name = Bree, Personality = 6, Catchphrase = cheeseball, Shirt = 0x257E, Furniture = [0x215C, 0x236A, 0x23F3, 0x2757, 0x2956, 0x295E, 0x2BA0, 0x2B47, 0x295A, 0x2B9B, 0x7FFE, 0x2B38, 0x295F, 0x2A46, 0x2898, 0x7FFE, 0x7FFE, 0x7FFE, 0x2960, 0x2C2C, 0x1200D9, ]
ID = 0x00DA, Name = Samson, Personality = 1, Catchphrase = pipsqueak, Shirt = 0x24E5, Furniture = [0x2153, 0x234C, 0x240A, 0x2765, 0x2A94, 0x2BA3, 0x2BBF, 0x2B59, 0x2A79, 0x2B17, 0x2B17, 0x2B58, 0x2B16, 0x2BA8, 0x2BCA, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC6, 0x2C2E, 0x1300DA, ]
ID = 0x00DB, Name = Rod, Personality = 1, Catchphrase = ace, Shirt = 0x2515, Furniture = [0x2127, 0x235F, 0x240D, 0x2755, 0x7FFE, 0x2943, 0x2B5B, 0x2AA1, 0x2B9F, 0x2D91, 0x2A9F, 0x2A9E, 0x7FFE, 0x2944, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCC, 0x7FFE, 0x1900DB, ]
ID = 0x00DC, Name = Rizzo, Personality = 2, Catchphrase = squee, Shirt = 0x2549, Furniture = [0x2152, 0x2372, 0x23F6, 0x2759, 0x7FFE, 0x2AFD, 0x2AF7, 0x293A, 0x2AF1, 0x2B00, 0x28ED, 0x28E9, 0x28C1, 0x2B9C, 0x2B0A, 0x2B2A, 0x7FFE, 0x7FFE, 0x2CD5, 0x7FFE, 0xA00DC, ]
ID = 0x00DD, Name = Anicotti, Personality = 5, Catchphrase = cannoli, Shirt = 0x2476, Furniture = [0x2166, 0x2345, 0x2404, 0x2762, 0x297C, 0x2977, 0x2BA1, 0x2978, 0x297B, 0x2AE6, 0x2B3E, 0x2B93, 0x2B1F, 0x297E, 0x2B8F, 0x2894, 0x7FFE, 0x7FFE, 0x2981, 0x7FFE, 0x1900DD, ]
ID = 0x00DE, Name = Broccolo, Personality = 0, Catchphrase = eat it, Shirt = 0x24E4, Furniture = [0x2142, 0x236E, 0x23E3, 0x2755, 0x2A8A, 0x299B, 0x2BBF, 0x2B57, 0x29A1, 0x2A8F, 0x2B2E, 0x2B19, 0x2B15, 0x2B16, 0x2ADF, 0x7FFE, 0x7FFE, 0x7FFE, 0x29A2, 0x7FFE, 0x1F00DE, ]
ID = 0x00DF, Name = Moose, Personality = 1, Catchphrase = shorty, Shirt = 0x2464, Furniture = [0x2169, 0x2380, 0x240B, 0x276A, 0x7FFE, 0x2B9F, 0x2C8B, 0x2A21, 0x2A1F, 0x2C89, 0x2C75, 0x2BCF, 0x2B2B, 0x2C53, 0x2D02, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC7, 0x2C2C, 0x1E00DF, ]
ID = 0x00E0, Name = Bettina, Personality = 4, Catchphrase = eekers, Shirt = 0x253B, Furniture = [0x2129, 0x2370, 0x2419, 0x2777, 0x2A85, 0x2D0E, 0x2D16, 0x2B74, 0x2D17, 0x2B2E, 0x2B76, 0x2B7C, 0x2B98, 0x2B9D, 0x2B7A, 0x2B7F, 0x2A81, 0x7FFE, 0x2CCB, 0x7FFE, 0x1900E0, ]
ID = 0x00E1, Name = Greta, Personality = 6, Catchphrase = yelp, Shirt = 0x2582, Furniture = [0x217A, 0x2374, 0x23F7, 0x2778, 0x2AF0, 0x2AF7, 0x2BA1, 0x2C45, 0x2AF1, 0x2AF4, 0x2AF2, 0x2B24, 0x2C99, 0x2C4A, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD6, 0x7FFE, 0x100E1, ]
ID = 0x00E2, Name = Penelope, Personality = 5, Catchphrase = oh bow, Shirt = 0x2500, Furniture = [0x217D, 0x2363, 0x23E8, 0x2758, 0x29A3, 0x2A2E, 0x2D3D, 0x2AE9, 0x2D43, 0x7FFE, 0x29AC, 0x2B33, 0x2A31, 0x2C98, 0x2C4E, 0x2CB3, 0x2B8F, 0x7FFE, 0x2CC8, 0x2E1B, 0x100E2, ]
ID = 0x00E3, Name = Chadder, Personality = 3, Catchphrase = fromage, Shirt = 0x251C, Furniture = [0x2147, 0x2394, 0x2432, 0x2765, 0x2C43, 0x2C96, 0x2D4D, 0x2D47, 0x2D4C, 0x2B2B, 0x28E4, 0x2D4F, 0x2D4E, 0x2D45, 0x2CAC, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2C, 0x4000E3, ]
ID = 0x00E4, Name = Octavian, Personality = 2, Catchphrase = sucker, Shirt = 0x2464, Furniture = [0x214A, 0x235A, 0x23DF, 0x276C, 0x2A66, 0x2A61, 0x2A63, 0x2A60, 0x2A62, 0x2A5D, 0x2A5D, 0x29B4, 0x29B2, 0x2A64, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1B00E4, ]
ID = 0x00E5, Name = Marina, Personality = 4, Catchphrase = blurp, Shirt = 0x249C, Furniture = [0x2146, 0x2343, 0x23C8, 0x275A, 0x29A3, 0x2BC5, 0x29A4, 0x7FFE, 0x29A7, 0x29AA, 0x2B91, 0x2B9D, 0x29A8, 0x29AC, 0x2B8D, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x29AD, 0x1200E5, ]
ID = 0x00E6, Name = Zucker, Personality = 0, Catchphrase = bloop, Shirt = 0x2501, Furniture = [0x216D, 0x2371, 0x23FE, 0x275B, 0x2C92, 0x2C92, 0x2A99, 0x2B79, 0x2A7A, 0x2C83, 0x2C86, 0x2A9F, 0x2B4C, 0x7FFE, 0x2C54, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CCB, 0x2CC5, 0x3E00E6, ]
ID = 0x00E7, Name = Queenie, Personality = 6, Catchphrase = chicken, Shirt = 0x24E1, Furniture = [0x2143, 0x2381, 0x23F0, 0x2757, 0x2D30, 0x2D34, 0x2B47, 0x294F, 0x2B9F, 0x7FFE, 0x2B76, 0x2B7C, 0x2B38, 0x2A43, 0x2BAE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x700E7, ]
ID = 0x00E8, Name = Gladys, Personality = 4, Catchphrase = stretch, Shirt = 0x2473, Furniture = [0x213F, 0x2373, 0x23F6, 0x2759, 0x7FFE, 0x2C10, 0x293D, 0x2BC0, 0x2BCE, 0x2CA4, 0x2B48, 0x2AF4, 0x2472, 0x2C55, 0x2B9C, 0x2B24, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1200E8, ]
ID = 0x00E9, Name = Cranston, Personality = 0, Catchphrase = sweatband, Shirt = 0x2587, Furniture = [0x2167, 0x2393, 0x2413, 0x2778, 0x2A85, 0x2B81, 0x2BA3, 0x230C, 0x2BBF, 0x2A90, 0x2A90, 0x2A90, 0x2A46, 0x2BB5, 0x2A92, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1600E9, ]
ID = 0x00EA, Name = Phil, Personality = 3, Catchphrase = hurk, Shirt = 0x2472, Furniture = [0x2167, 0x2366, 0x2409, 0x2759, 0x294B, 0x2A45, 0x2BA2, 0x2A40, 0x7FFE, 0x7FFE, 0x2A47, 0x2A46, 0x7FFE, 0x2B30, 0x2B7A, 0x2C81, 0x2C76, 0x7FFE, 0x2CC8, 0x7FFE, 0x2100EA, ]
ID = 0x00EB, Name = Blanche, Personality = 6, Catchphrase = quite so, Shirt = 0x24D1, Furniture = [0x217A, 0x2374, 0x23FE, 0x2757, 0x7FFE, 0x293A, 0x2C45, 0x2938, 0x2B9F, 0x2AEF, 0x2AF6, 0x2B0A, 0x2B0C, 0x2C0D, 0x2B24, 0x2C41, 0x7FFE, 0x7FFE, 0x2AF5, 0x7FFE, 0xE00EB, ]
ID = 0x00EC, Name = Flora, Personality = 5, Catchphrase = pinky, Shirt = 0x249E, Furniture = [0x217B, 0x2364, 0x2400, 0x275F, 0x294B, 0x2B9F, 0x29A9, 0x29A7, 0x7FFE, 0x2BF7, 0x29AA, 0x2B93, 0x2A80, 0x2A7F, 0x2C61, 0x2B43, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x1800EC, ]
ID = 0x00ED, Name = Phoebe, Personality = 7, Catchphrase = sparky, Shirt = 0x24D9, Furniture = [0x217B, 0x2368, 0x23E9, 0x275B, 0x2A32, 0x2B9A, 0x2AE9, 0x2AE9, 0x2BC0, 0x2B42, 0x28F6, 0x2C50, 0x2B0B, 0x2B9D, 0x2CBD, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C0E, 0x7FFE, 0x1C00ED, ]
ID = 0x00EE, Name = Apollo, Personality = 2, Catchphrase = pah, Shirt = 0x2515, Furniture = [0x2140, 0x23AC, 0x23FC, 0x2759, 0x298D, 0x2B5B, 0x2991, 0x2BA0, 0x2995, 0x2B30, 0x2992, 0x7FFE, 0x2E90, 0x2E96, 0x2C59, 0x2996, 0x7FFE, 0x7FFE, 0x2CD0, 0x7FFE, 0x800EE, ]
ID = 0x00EF, Name = Amelia, Personality = 6, Catchphrase = cuz, Shirt = 0x24F7, Furniture = [0x213A, 0x23BA, 0x23D0, 0x2770, 0x2988, 0x2987, 0x2982, 0x2943, 0x298A, 0x2AE6, 0x7FFE, 0x2B9C, 0x2B3F, 0x28C6, 0x28A6, 0x2CBD, 0x2CEB, 0x7FFE, 0x298C, 0x7FFE, 0x2400EF, ]
ID = 0x00F0, Name = Pierce, Personality = 1, Catchphrase = hawkeye, Shirt = 0x251A, Furniture = [0x212C, 0x2387, 0x23F3, 0x276E, 0x2966, 0x2A3E, 0x2C87, 0x2BC5, 0x2961, 0x2A43, 0x2B37, 0x2964, 0x7FFE, 0x2BC6, 0x2C54, 0x2C9B, 0x7FFE, 0x7FFE, 0x2A42, 0x7FFE, 0x00F0, ]
ID = 0x00F1, Name = Avery, Personality = 2, Catchphrase = skree-haw, Shirt = 0x24C5, Furniture = [0x213A, 0x2359, 0x2411, 0x2774, 0x2B70, 0x7FFE, 0x7FFE, 0x2A58, 0x2A59, 0x2B4F, 0x2A8C, 0x2B52, 0x2BBD, 0x2BBD, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x3D00F1, ]
ID = 0x00F2, Name = Frank, Personality = 1, Catchphrase = crushy, Shirt = 0x2554, Furniture = [0x213D, 0x2360, 0x23E1, 0x2759, 0x2A76, 0x2A7A, 0x2A79, 0x2A7A, 0x2A7B, 0x2A7D, 0x2A7C, 0x2AC6, 0x2AD4, 0x2D79, 0x2C7C, 0x2BA4, 0x2A78, 0x2ADA, 0x2CC7, 0x7FFE, 0x1F00F2, ]
ID = 0x00F3, Name = Sterling, Personality = 1, Catchphrase = skraaaaw, Shirt = 0x252D, Furniture = [0x2139, 0x238C, 0x23F1, 0x275C, 0x7FFE, 0x2C46, 0x2A35, 0x2A38, 0x7FFE, 0x2B34, 0x2AB1, 0x2AB1, 0x2B65, 0x2B65, 0x2B9C, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD1, 0x7FFE, 0x3700F3, ]
ID = 0x00F4, Name = Keaton, Personality = 3, Catchphrase = wingo, Shirt = 0x25A2, Furniture = [0x217C, 0x238F, 0x2416, 0x276C, 0x2A85, 0x2B83, 0x2B83, 0x2C1F, 0x2B08, 0x2B89, 0x2B85, 0x2BA4, 0x2B87, 0x2B87, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x300F4, ]
ID = 0x00F5, Name = Celia, Personality = 4, Catchphrase = feathers, Shirt = 0x2584, Furniture = [0x212E, 0x2369, 0x23FD, 0x2757, 0x2956, 0x295E, 0x2BA0, 0x2957, 0x295A, 0x2B49, 0x2950, 0x295F, 0x2D93, 0x2959, 0x2C41, 0x7FFE, 0x7FFE, 0x7FFE, 0x2960, 0x7FFE, 0x500F5, ]
ID = 0x00F6, Name = Aurora, Personality = 4, Catchphrase = b-b-baby, Shirt = 0x24B3, Furniture = [0x2143, 0x235A, 0x23F3, 0x2763, 0x29B3, 0x2BC2, 0x2BC2, 0x2B74, 0x2BA3, 0x2A43, 0x2A41, 0x2B75, 0x28C8, 0x2A47, 0x2C06, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2C, 0x2300F6, ]
ID = 0x00F7, Name = Roald, Personality = 1, Catchphrase = b-b-buddy, Shirt = 0x247F, Furniture = [0x2158, 0x235E, 0x23D1, 0x2764, 0x2DE4, 0x2C87, 0x299B, 0x7FFE, 0x2B59, 0x2C42, 0x2CFC, 0x2AD8, 0x2CFD, 0x2B82, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x29A2, 0x7FFE, 0x1800F7, ]
ID = 0x00F8, Name = Cube, Personality = 0, Catchphrase = d-d-dude, Shirt = 0x249F, Furniture = [0x214B, 0x2348, 0x23EB, 0x2769, 0x29B3, 0x29AE, 0x29B5, 0x2BA3, 0x2D01, 0x29B7, 0x29B2, 0x2D79, 0x29B2, 0x2CA9, 0x2CAC, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x29B8, 0x500F8, ]
ID = 0x00F9, Name = Hopper, Personality = 2, Catchphrase = slushie, Shirt = 0x2506, Furniture = [0x2139, 0x236B, 0x23F5, 0x2772, 0x2988, 0x7FFE, 0x2989, 0x2987, 0x2987, 0x2983, 0x2AD8, 0x298B, 0x2BBA, 0x28D2, 0x2ADB, 0x2CAC, 0x7FFE, 0x7FFE, 0x298C, 0x7FFE, 0x200F9, ]
ID = 0x00FA, Name = Friga, Personality = 6, Catchphrase = brrrmph, Shirt = 0x24AE, Furniture = [0x2136, 0x2385, 0x23C9, 0x2757, 0x2956, 0x2B9F, 0x295A, 0x2952, 0x2957, 0x295F, 0x7FFE, 0x295C, 0x24D5, 0x24C9, 0x2C81, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C2D, 0x7FFE, 0x1200FA, ]
ID = 0x00FB, Name = Gwen, Personality = 6, Catchphrase = h-h-h-hon, Shirt = 0x24B1, Furniture = [0x2157, 0x2394, 0x2409, 0x2757, 0x2B44, 0x2957, 0x2951, 0x2952, 0x294F, 0x2954, 0x2B9C, 0x2C4C, 0x7FFE, 0x2B2B, 0x2C4E, 0x2B8E, 0x2BD5, 0x7FFE, 0x2955, 0x7FFE, 0x00FB, ]
ID = 0x00FC, Name = Puck, Personality = 0, Catchphrase = brrrrrrrrr, Shirt = 0x2459, Furniture = [0x213D, 0x23AF, 0x2430, 0x275C, 0x7FFE, 0x2DB8, 0x2DD4, 0x2DCD, 0x2DC2, 0x2B8A, 0x2DC5, 0x2B9E, 0x2B8B, 0x2CD2, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2C60, 0x7FFE, 0x1800FC, ]
ID = 0x00FD, Name = Boomer, Personality = 0, Catchphrase = human, Shirt = 0x251D, Furniture = [0x2138, 0x2393, 0x23E4, 0x2773, 0x7FFE, 0x2DAC, 0x2DAA, 0x2DA9, 0x2DAA, 0x2DAB, 0x2DAB, 0x2DA7, 0x2DA7, 0x2B9E, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x400FD, ]
ID = 0x00FE, Name = Iggly, Personality = 1, Catchphrase = waddler, Shirt = 0x248A, Furniture = [0x2127, 0x235E, 0x2431, 0x2755, 0x2C96, 0x2A8D, 0x2D67, 0x2D6E, 0x7FFE, 0x2D6F, 0x2912, 0x2913, 0x7FFE, 0x2CB9, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CC8, 0x7FFE, 0x800FE, ]
ID = 0x00FF, Name = Tex, Personality = 3, Catchphrase = picante, Shirt = 0x2553, Furniture = [0x216B, 0x2378, 0x23F5, 0x276A, 0x2D05, 0x2994, 0x2D06, 0x2CAF, 0x7FFE, 0x2C44, 0x2B41, 0x2C71, 0x2CA3, 0x2C9A, 0x2D04, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CD0, 0x2C2C, 0x1F00FF, ]
ID = 0x0100, Name = Flo, Personality = 7, Catchphrase = cha, Shirt = 0x24F9, Furniture = [0x2174, 0x23AA, 0x23F5, 0x276D, 0x298D, 0x2993, 0x2995, 0x2AE9, 0x2B9F, 0x2B37, 0x2C5F, 0x2C70, 0x7FFE, 0x2B42, 0x2174, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x80100, ]
ID = 0x0101, Name = Sprinkle, Personality = 5, Catchphrase = frappe, Shirt = 0x24C0, Furniture = [0x2157, 0x23AD, 0x23F3, 0x2769, 0x2D42, 0x2BA1, 0x2D3B, 0x2A45, 0x2BC5, 0x2BC6, 0x2B33, 0x2D3F, 0x2C80, 0x2C8D, 0x2C81, 0x2B7A, 0x7FFE, 0x7FFE, 0x2A42, 0x2CC1, 0x1D0101, ]
ID = 0x0102, Name = Curly, Personality = 1, Catchphrase = nyoink, Shirt = 0x2486, Furniture = [0x2134, 0x2396, 0x23EA, 0x2755, 0x2946, 0x2AE9, 0x2AE9, 0x2B79, 0x2A7A, 0x2B9E, 0x2B7D, 0x2B77, 0x28F0, 0x2B78, 0x2C51, 0x2B7E, 0x7FFE, 0x7FFE, 0x7FFE, 0x2CBF, 0x230102, ]
ID = 0x0103, Name = Truffles, Personality = 5, Catchphrase = snoutie, Shirt = 0x24CE, Furniture = [0x215C, 0x2365, 0x23ED, 0x2764, 0x29A3, 0x2B74, 0x2B72, 0x29A7, 0x2BA3, 0x29A8, 0x7FFE, 0x2A43, 0x2B7D, 0x7FFE, 0x2C90, 0x2C5B, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x10103, ]
ID = 0x0104, Name = Rasher, Personality = 2, Catchphrase = swine, Shirt = 0x2485, Furniture = [0x2137, 0x237A, 0x23ED, 0x276A, 0x2D6A, 0x2B81, 0x2B79, 0x2D67, 0x2B72, 0x2AD4, 0x2B7D, 0x2B98, 0x2B4D, 0x2C57, 0x2C59, 0x2B7F, 0x7FFE, 0x7FFE, 0x2CCB, 0x7FFE, 0x1B0104, ]
ID = 0x0105, Name = Hugh, Personality = 0, Catchphrase = snortle, Shirt = 0x24AB, Furniture = [0x2133, 0x2347, 0x23EB, 0x2765, 0x299D, 0x29A1, 0x2B74, 0x299B, 0x2998, 0x2B7C, 0x2B78, 0x7FFE, 0x2B90, 0x2C8F, 0x2CF2, 0x2BAE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x1B0105, ]
ID = 0x0106, Name = Lucy, Personality = 4, Catchphrase = snoooink, Shirt = 0x2494, Furniture = [0x2151, 0x236C, 0x23ED, 0x275F, 0x294B, 0x2BC0, 0x2BC2, 0x293D, 0x2BA1, 0x2B25, 0x2B99, 0x2BA9, 0x2BAD, 0x2B73, 0x2A96, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x7FFE, 0x150106, ]
ID = 0x0107, Name = Crackle, Personality = 0, Catchphrase = snork, Shirt = 0x24AB, Furniture = [0x2133, 0x2361, 0x23E2, 0x275D, 0x7FFE, 0x2AB3, 0x2AB2, 0x2A7A, 0x2A7A, 0x2BB1, 0x2BB1, 0x2BB2, 0x2BB2, 0x2ABB, 0x2AD1, 0x2BA4, 0x2CF7, 0x7FFE, 0x2CC3, 0x7FFE, 0x160107, ]
ID = 0x0108, Name = Cobb, Personality = 1, Catchphrase = hot dog, Shirt = 0x24A5, Furniture = [0x2160, 0x238C, 0x23FB, 0x2756, 0x2A9D, 0x2A99, 0x2AC0, 0x2C94, 0x2A97, 0x2ABD, 0x2ABE, 0x2A73, 0x2BCF, 0x2BCF, 0x2A9A, 0x2BD5, 0x2BA4, 0x7FFE, 0x7FFE, 0x7FFE, 0x270108, ]
ID = 0x0109, Name = Peggy, Personality = 5, Catchphrase = shweetie, Shirt = 0x248B, Furniture = [0x2130, 0x237B, 0x23EA, 0x276B, 0x2B44, 0x2A83, 0x7FFE, 0x2971, 0x2975, 0x2B2D, 0x2972, 0x2C4C, 0x28D9, 0x2B9D, 0x2B8D, 0x7FFE, 0x7FFE, 0x7FFE, 0x296B, 0x7FFE, 0x0109, ]
